athlete_full_name,country_name
Michala MRUZKOVA,Czech Republic
Jana BLAHOVA,Czech Republic
Olena Hrushyna,Ukraine
Ruslan GONCHAROV,Ukraine
Kristin FRASER,Azerbaijan
Igor LUKANIN,Azerbaijan
Tomaz COPI,Slovenia
Davor GLAVINA,Slovenia
Ivana KMETOVA,Slovakia
Martina KOHLOVA,Slovakia
Maria KIRILENKO,Russian Federation
Nadia PETROVA,Russian Federation
Helen UPPERTON,Canada
Shelly-Ann BROWN,Canada
Marcin CZAJKOWSKI,Poland
Krzysztof KIERKOWSKI,Poland
Ivo DANILEVIC,Czech Republic
Roman GOMOLA,Czech Republic
Shane MCKENZIE,Australia
Sarah WINCKLESS,Great Britain
Elise LAVERICK,Great Britain
Jody PATRICK,Canada
Iordanis PASCHALIDIS,Greece
Christos GAREFIS,Greece
Kristian Skjødt Kjærgaard,Denmark
Mads MOELLER,Denmark
Jae-Seong Jeong,Republic of Korea
Zhendong GUO,People's Republic of China
Imogen BANKIER,Great Britain
John NAPIER,United States of America
Carmen Nicoleta TRONESCU,Romania
Alina Vera SAVIN,Romania
Yimei WEN,People's Republic of China
Chunyan YU,People's Republic of China
Gilles SIMON,France
Ayumi MORITA,Japan
Brendan LONG,Australia
Peter HARDCASTLE,Australia
Dailin TASET AGUILAR,Cuba
Danny HEISTER,Netherlands
Trinko KEEN,Netherlands
Wayne ARTHURS,Australia
Todd WOODBRIDGE,Australia
Andreas WELS,Germany
Tobias SCHELLENBERG,Germany
Eloise AMBERGER,Australia
Sarah BOMBELL,Australia
Na Li,People's Republic of China
Toby NG,Canada
Grace GAO,Canada
Sanghun HAN,Republic of Korea
Yu-Mi Hwang,Republic of Korea
Kevin ANDERSON,South Africa
Jeff COETZEE,South Africa
Helena BALATKOVA,Czech Republic
Kamila RAJDLOVA,Czech Republic
Valerie MARCOUX,Canada
Craig BUNTIN,Canada
Sudket PRAPAKAMOL,Thailand
Patapol NGERNSRISUK,Thailand
Thomas PESZEK,United States of America
Silas STAFFORD,United States of America
Daniele BRACCIALI,Italy
Juri JAANSON,Estonia
Anastasia DAVYDOVA,Russian Federation
Anastasiya Yermakova,Russian Federation
Jie SHEN,People's Republic of China
Zhipeng HUANG,People's Republic of China
Qian LI,People's Republic of China
I-Hwa HUANG,Chinese Taipei
Yun-Feng LU,Chinese Taipei
Juan PAPIC,Chile
Alejandro RODRIGUEZ,Chile
Paul FOERSTER,United States of America
Kevin BURNHAM,United States of America
Eszter CZEKUS,Hungary
Szofi KISS,Hungary
Ben SIM,Australia
Paul MURRAY,Australia
Cheol Yun,Republic of Korea
Hyeongtae KIM,Republic of Korea
Shintaro IKEDA,Japan
Shuichi SAKAMOTO,Japan
Jens MOURIS,Netherlands
Peter SCHEP,Netherlands
Melissa GREGORY,United States of America
Denis PETUKHOV,United States of America
Marie-France DUBREUIL,Canada
Patrice LAUZON,Canada
Whitney PING,United States of America
Jasna REED,United States of America
Panagiotis GIONIS,Greece
Kalinikos KREANGKA,Greece
Victor HANESCU,Romania
Andrei PAVEL,Romania
Stuart BOWMAN,Great Britain
Nicholas SMITH,Great Britain
Roberto BERMUDEZ,Spain
Pablo ARRARTE,Spain
Richard CLARKE,Canada
Tyler BJORN,Canada
Eva-Maria SCHIMAK,Austria
Xue SHEN,People's Republic of China
Hongbo ZHAO,People's Republic of China
Raul MESA LITE,Spain
Franco MARVULLI,Switzerland
Bruno RISI,Switzerland
Diana RENNIK,Estonia
Aleksei SAKS,Estonia
Kirsten VAN DER KOLK,Netherlands
Marit VAN EUPEN,Netherlands
- Saka,Georgia
- Rtvelo,Georgia
Mayra Aide GARCIA LOPEZ,Mexico
Hilda GAXIOLA ALVAREZ,Mexico
Chris NICHOLSON,Australia
Gary BOYD,Australia
Marcin GRZYBOWSKI,Poland
Tomasz KACZOR,Poland
Mikhail YOUZHNY,Russian Federation
Duncan FREE,Australia
Anna Dahlberg-Olsson,Sweden
Lina ANDERSSON,Sweden
Magdalena KEMNITZ,Poland
Ilona MOKRONOWSKA,Poland
Wakako TABATA,Japan
Marlene SINNIG,Germany
Flavia PENNETTA,Italy
Francesca SCHIAVONE,Italy
Isabelle DELOBEL,France
Olivier SCHOENFELDER,France
Mariya VOLOSHCHENKO,Ukraine
Nicolas CHARBONNIER,France
Olivier BAUSSET,France
Vera ZVONAREVA,Russian Federation
Anna GERASIMOU,Greece
Tim WIESKOTTER,Germany
Olga MOSKALENKO,Russian Federation
Alena SIDKO,Russian Federation
Jelena KOSTANIC,Croatia
Karolina SPREM,Croatia
Cassandra CARDINELL,United States of America
Sara REILING,United States of America
Andriy KIS,Ukraine
Yuriy HAYDUK,Ukraine
Andrei ANGHEL,Romania
Paul IFRIM,Romania
Nathan TWADDLE,New Zealand
George BRIDGEWATER,New Zealand
Erick FORNARIS,Cuba
Karel AGUILAR CHACON,Cuba
Jens FILBRICH,Germany
Andreas SCHLUETTER,Germany
Fabiana MOLLICA,Italy
Fabrizio TOSINI,Italy
Samuele ROMANINI,Italy
Chunli LI,New Zealand
Karen LI,New Zealand
Denyse Alice JULIEN,Canada
Anna RICE,Canada
Dmitriy DOBROSKOK,Russian Federation
Gleb GALPERIN,Russian Federation
Dmitry TURSUNOV,Russian Federation
Michail KUZMICH,Russian Federation
Jury VESELOV,Russian Federation
Tatyana Totmyanina,Russian Federation
Maxim MARININ,Russian Federation
Beatriz MANCHON PORTILLO,Spain
Teresa PORTELA,Spain
Pierre-Alexis PONSOT,France
Xintong HUANG,People's Republic of China
Xun ZHENG,People's Republic of China
Riitta-Liisa ROPONEN,Finland
Riikka SARASOJA,Finland
Christina BASSADONE,Great Britain
Tania LUIZ,Australia
Eugenia TANAKA,Australia
Nikolaos SKIATHITIS,Greece
Sui Fei LAU,"Hong Kong, China"
Ling LIN,"Hong Kong, China"
Nesrine BEN KAHIA,Tunisia
Olfa GUENNI,Tunisia
Momo BABUNGU,Democratic Republic of the Congo
Jose LUYINDULA,Democratic Republic of the Congo
Hana KLAPALOVA,Czech Republic
Lenka HAJECKOVA,Czech Republic
Julian KNOWLE,Austria
Joana VASCONCELOS,Portugal
Beatriz GOMES,Portugal
Ben REMOCKER,Canada
Constanta BURCICA,Romania
Angela ALUPEI,Romania
Mark HAZINSKI,United States of America
Ilija LUPULESKU,United States of America
Lukas ERNI,Switzerland
Simon BRUEGGER,Switzerland
Dmytro MIKHAY,Ukraine
Artem MOROZOV,Ukraine
Sofia ARVIDSSON,Sweden
Vanessa CRONE,Canada
Pietro SIBELLO,Italy
Sui HUANG,People's Republic of China
Sigit BUDIARTO,Indonesia
Trikus HERYANTO,Indonesia
Benjamin INSFRAN,Brazil
Paul CAYARD,United States of America
Phil TRINTER,United States of America
Andrew BROWN,New Zealand
Jamie HUNT,New Zealand
Aleksandr Nikolayenko,Russian Federation
Valeria SOROKINA,Russian Federation
Alexandra ZARETSKI,Israel
Roman ZARETSKI,Israel
Philip LAWTON,Ireland
Marylin PLA,France
Yannick BONHEUR,France
Rob HAYLES,Great Britain
Shizuka YAMAMOTO,Japan
Pernille HARDER,Denmark
Mette SCHJOLDAGER,Denmark
Paula REINOSO,Argentina
Sarah LIHAN,United States of America
Marc Aurel PICKEL,Germany
Ingo BORKOWSKI,Germany
Craig COOPER,New Zealand
Renee FLAVELL,New Zealand
Gerda WEISSENSTEINER,Italy
Jennifer ISACCO,Italy
Petr KORBEL,Czech Republic
Richard VYBORNY,Czech Republic
Andreas SCHEUERPFLUG,Germany
Lu WANG,People's Republic of China
Wenhui YOU,People's Republic of China
Julia GOERGES,Germany
Bona SEPTANO,Indonesia
Geliang LI,People's Republic of China
Ye TIAN,People's Republic of China
Petya NEDELCHEVA,Bulgaria
Neli BOTEVA,Bulgaria
John CHILD,Canada
Mark HEESE,Canada
Tim WADLOW,United States of America
Pete SPAULDING,United States of America
Diogo CAYOLLA,Portugal
Nuno BARRETO,Portugal
Eftihia PAPPA-PAPAVASILOPOULOU,Greece
Florentia SFAKIANOU,Greece
Friederike BELCHER,Germany
Kathrin KADELBACH,Germany
Yuliya Timofeyeva,Russian Federation
Melanie KOK,Canada
Tracy CAMERON,Canada
Iain MURRAY,Australia
Andrew PALFREY,Australia
Andrea FACCHIN,Italy
Antonio Massimiliano SCADUTO,Italy
Michael FRIEDMAN,United States of America
Bobby LEA,United States of America
Qi Chen,People's Republic of China
Lin MA,People's Republic of China
Catalina CASTANO,Colombia
Fabiola ZULUAGA,Colombia
Onan BARREIROS,Spain
Aaron SARMIENTO,Spain
Maria Laura ABALO,Argentina
Maria Gabriela BEST PALAZZOLO,Argentina
Urszula RADWANSKA,Poland
Janko TIPSAREVIC,Serbia
Lila PEREZ RUL,Mexico
Ionelia NEACSU,Romania
Roxana COGIANU,Romania
Sylvia VOGL,Austria
Carolina FLATSCHER,Austria
Gabriella PARUZZI,Italy
William HENZELL,Australia
David ZALCBERG,Australia
Wynne PRAKUSYA,Indonesia
Angelique WIDJAJA,Indonesia
Carolina MORAES,Brazil
Isabela MORAES,Brazil
Richard SCHUIL,Netherlands
Yanmei JIANG,Singapore
Yujia LI,Singapore
Marta DOMACHOWSKA,Poland
Nicola GAUTIER,Great Britain
Jacqui DAVIES,Great Britain
Lubomira KURHAJCOVA,Slovakia
Martina SUCHA,Slovakia
Caroline BRUNET,Canada
Mylanie BARRE,Canada
Lena MUELLER,Germany
Anja NOSKE,Germany
Cecilia MCINTOSH,Australia
Stanislav MIKHEEV,Russian Federation
Mike WALKER,New Zealand
Oscar GONZALEZ,Argentina
Pablo Ariel TABACHNIK,Argentina
Alessio SARTORI,Italy
John James JACKSON,Great Britain
Dan MONEY,Great Britain
Lee JOHNSTON,Great Britain
Dan HUMPHRIES,Great Britain
Justin DUMAIS,United States of America
Weidong WANG,People's Republic of China
Daokun DENG,People's Republic of China
Mateusz KUSZNIEREWICZ,Poland
Dominik ZYCKI,Poland
Sandeep KUMAR,India
Ross SMITH,Australia
Glenn WARFE,Australia
Isabelle RAMPLING,Canada
Efstathios PAPADOPOULOS,Greece
Panagiotis KAMPOURIDIS,Greece
Natalya VORONOVA,Kazakhstan
Alexandra OPACHANOVA,Kazakhstan
Lena Frier KRISTIANSEN,Denmark
Judith AUGOUSTIDES,South Africa
Vitalina NEL,South Africa
Joan LLANERAS,Spain
Antonio TAULER,Spain
Tathiana GARBIN,Italy
Mark RUIZ,United States of America
Kyle PRANDI,United States of America
Peter GELLE,Slovakia
Anna BEBINGTON,Great Britain
Mikhail IGNATYEV,Russian Federation
Alexey MARKOV,Russian Federation
Zhifu ZHU,People's Republic of China
Jian YANG,People's Republic of China
Tracy LANGLANDS,Great Britain
Christian BAHMANN,Germany
Michael SENFT,Germany
Helen NICHOL,Canada
Charmaine REID,Canada
Jennifer PROVAN,Canada
Annari VILJOEN,South Africa
Katsuhito EBISAWA,Japan
Caroline DELAS,France
Gaelle BUNIET,France
Aimilia TSOULFA,Greece
Leon TAYLOR,Great Britain
Becchara PALMER,Australia
Oeystein PETTERSEN,Norway
Zhongbo XIE,People's Republic of China
Angelo CICCONE,Italy
Fabio MASOTTI,Italy
Katalin KOVACS,Hungary
Natasa DOUCHEV-JANIC,Hungary
Mariana CIFUENTES,Mexico
Wojciech TYSZYNSKI,Poland
Marcy HINZMANN,United States of America
Aaron PARCHEM,United States of America
Marton GYULAI,Hungary
Bertalan PINTER,Hungary
Mihaela Ioana STEFF,Romania
Adriana ZAMFIR,Romania
Vladimir VOLCHKOV,Belarus
Mike LEIGH,Canada
Nuno MENDES,Portugal
Justin GEVAERT,Belgium
Wouter VAN DER FRAENEN,Belgium
Effrosyni SFYRI,Greece
Vaso Karadasiou,Greece
Oksana Yatskaya,Kazakhstan
Dinara SAFINA,Russian Federation
Eva-Maria FITZE,Germany
Rico REX,Germany
Nozomi WATANABE,Japan
Akiyuki KIDO,Japan
Manami HINO,Japan
Chisato NAGAOKA,Japan
Miguel ALZAMORA,Spain
Haidar NOZAD,Iraq
Hamzah AL-HILFI,Iraq
Scott ROBERTSON,Australia
Anton PAZ BLANCO,Spain
Nila Ann HAKEDAL,Norway
Ingrid TORLEN,Norway
Olga GOVORTSOVA,Belarus
Darya KUSTOVA,Belarus
Chunli WANG,People's Republic of China
Chunli JIANG,People's Republic of China
Matteo TORCHIO,Italy
Tae-Kwon HA,Republic of Korea
Colin BEASHEL,Australia
David GILES,Australia
Nanne SLUIS,Netherlands
Meindert KLEM,Netherlands
Anastasia VASINA,Russian Federation
Anna VOZAKOVA,Russian Federation
Erwan PERON,France
Laurent CADOT,France
Gail EMMS,Great Britain
Donna KELLOGG,Great Britain
Xinyuan YU,People's Republic of China
Shaoxuan ZENG,People's Republic of China
Lindsay DAVENPORT,United States of America
Rena INOUE,United States of America
John BALDWIN,United States of America
Yuliya Bilohlazova,Ukraine
Andrei BEKH,Ukraine
Toby GARBETT,Great Britain
Rick DUNN,Great Britain
George JELBART,Australia
Cameron WURF,Australia
Nikoleta STEFANOVA,Italy
Wenling TAN MONFARDINI,Italy
Luisana PEREZ,Venezuela
Fabiola Isabel RAMOS PORTILLO,Venezuela
Thomas ENQVIST,Sweden
Malav SHROFF,India
Sumeet PATEL,India
James MARBURG,Australia
Brodie BUCKLAND,Australia
Sinead KERR,Great Britain
John KERR,Great Britain
Chris COLWILL,United States of America
Jevon TARANTINO,United States of America
Tatyana Puchek,Belarus
Jo NOVITA,Indonesia
Lita NURLITA,Indonesia
Ian WYNNE,Great Britain
Paul DARBY-DOWMAN,Great Britain
Lene SOMMER,Denmark
Henriette KOCH,Denmark
Virpi KUITUNEN,Finland
Massimiliano MONDELLO,Italy
Min YANG,Italy
Ross MACDONALD,Canada
Mike WOLFS,Canada
Paola SUAREZ,Argentina
Saralee THUNGTHONGKAM,Thailand
Ekaterina KOSTENKO,Ukraine
Roman TALAN,Ukraine
Konomi ASAZU,Japan
Kostas Tringonis,Greece
Anne RIKALA,Finland
Jenni HONKANEN,Finland
Anggun NUGROHO,Indonesia
Eny WIDIOWATI,Indonesia
Sathinee CHANKRACHANGWONG,Thailand
Hans SPITZAUER,Austria
Andreas HANAKAMP,Austria
Anna KARLSSON,Sweden
Iuliana PALEU,Romania
Irina LAURIC,Romania
Jose Carlos BULNES,Cuba
Dmitry ABRAMOVITCH,Russian Federation
Sergey PRUDNIKOV,Russian Federation
Krists STRAUME,Latvia
Kristaps ZALUPE,Latvia
Chris COOK,United States of America
Andrew NEWELL,United States of America
Wendy Kay WAGNER,United States of America
Eun-Sil LEE,Republic of Korea
Eun-Mi SUK,Republic of Korea
Michael MAZE,Denmark
Finn TUGWELL,Denmark
Ou LIU,People's Republic of China
Marcelien BOS-DE KONING,Netherlands
Shu ARAI,Japan
Ryo YUZAWA,Japan
Amanda LAIRD,Australia
Leonie NICHOLS,Australia
Claudia NYSTAD,Germany
Beatrice ADELIZZI,Italy
Giulia LAPI,Italy
Carolijn BROUWER,Belgium
Sebastien GODEFROID,Belgium
Patryk PIASECKI,Poland
Kacper ZIEMINSKI,Poland
Lea SCHWER,Switzerland
Daniela REIMER,Germany
Claudia BLASBERG,Germany
Tomas BERDYCH,Czech Republic
Jiri NOVAK,Czech Republic
Antoinette UYS,South Africa
Seiko YAMADA,Japan
Stephane CANET,France
Mathieu HAMEL,France
Ionut MITREA,Romania
Bogdan MADA,Romania
Nina VISLOVA,Russian Federation
Kaarle MCCULLOCH,Australia
Patric LEITNER,Germany
Alexander RESCH,Germany
Guolin ZHANG,People's Republic of China
Lars PAASKE,Denmark
Jonas RASMUSSEN,Denmark
Alvent Yulianto CHANDRA,Indonesia
Luluk HADIYANTO,Indonesia
Keijo KURTTILA,Finland
Lauri PYYKONEN,Finland
Hovhannes SARGSYAN,Armenia
Edmond KHACHATRYAN,Armenia
Francisco ALVAREZ CUTINO,Cuba
Juan Miguel ROSELL MILANES,Cuba
Katie MCDOWELL,United States of America
Isabelle KINSOLVING,United States of America
Jefferson BELLAGUARDA,Switzerland
Mary Beth DUNNICHAY,United States of America
Haley ISHIMATSU,United States of America
Simon ASPELIN,Sweden
Thomas JOHANSSON,Sweden
Vivi Ruano,Spain
Marat SAFIN,Russian Federation
Chia-Jung CHUANG,Chinese Taipei
Su-Wei HSIEH,Chinese Taipei
Jonathan ERLICH,Israel
Andy RAM,Israel
Miyuki MAEDA,Japan
Satoko SUETSUNA,Japan
Kornelia KUBINSKA,Poland
Tom LEHMANN,Germany
Casey DELLACQUA,Australia
Pierre LUEDERS,Canada
Catherine BISHOP,Great Britain
Mara JONES,Canada
Fiona MILNE,Canada
Beata SOKOLOWSKA KULESZA,Poland
Wouter D HAENE,Belgium
Bob MAESEN,Belgium
Peter LANG,Denmark
Seong-Min Jo,Republic of Korea
Melissa WU,Australia
Jonas LINDBERG,Sweden
Karl TORLEN,Sweden
Olga SAMULENKOVA,Russian Federation
Julia KALINOVSKAYA,Russian Federation
Silvia FARINA,Italy
Fubin CHEN,People's Republic of China
Qin TIAN,People's Republic of China
Alvydas DUONELA,Lithuania
Egidijus BALCIUNAS,Lithuania
Kangeun JANG,Republic of Korea
Hongkyun KIM,Republic of Korea
Pim NIEUWENHUIS,Netherlands
Liying TOH,Singapore
Deborah Huimin ONG,Singapore
Pavel VIZNER,Czech Republic
Vincent LECRUBIER,France
Jorge BETANCOURT GARCIA,Cuba
Hamish PEPPER,New Zealand
Jim TURNER,New Zealand
Myriam GLEZ,Australia
Erika LEAL-RAMIREZ,Australia
Sergey Desyukevich,Belarus
Pavel LOGUNOV,Belarus
Patrick FOLLMANN,Germany
Kristyna KOLOCOVA,Czech Republic
Eline JURG,Netherlands
Kitty VAN HAPEREN,Netherlands
Milka TANCHEVA,Bulgaria
Anna CHUK,Bulgaria
Nikolaos SIRANIDIS,Greece
Thomas BIMIS,Greece
Jonas EMS,Germany
Julia MICHALSKA,Poland
Yili WEI,People's Republic of China
Yawen ZHANG,People's Republic of China
Arnaud CLEMENT,France
Maja BENEDICIC,Slovenia
Vesna FABJAN,Slovenia
Julia OBERTAS,Russian Federation
Sergei SLAVNOV,Russian Federation
Mark NEELEMAN,Netherlands
Peter VAN NIEKERK,Netherlands
Premysl KUBALA,Czech Republic
Petr BENES,Czech Republic
Emily SAMUELSON,United States of America
Nikolay MORILOV,Russian Federation
Alexey PETUKHOV,Russian Federation
Philippe BOURRET,Canada
Jinghui YANG,People's Republic of China
Jakub MAKOVICKA,Czech Republic
Vaclav CHALUPA JR.,Czech Republic
Suguru KIYOKAWA,Japan
Nils-Torolv SIMONSEN,Norway
Morten ADAMSEN,Norway
Jorgen PERSSON,Sweden
Jan-Ove WALDNER,Sweden
Bjoern SIEGEMUND,Germany
Nicol PITRO,Germany
Philippe COMTOIS,Canada
Tina MANKER,Germany
Stephanie SCHILLER,Germany
Iveta BENESOVA,Czech Republic
Nicole VAIDISOVA,Czech Republic
Rossano GALTAROSSA,Italy
Conchita MARTINEZ,Spain
Eric KNITTEL,Germany
Marie-Andree LESSARD,Canada
Jan STOKLASKA,Czech Republic
Ainur KEREY,Kazakhstan
Arna TOKTAGAN,Kazakhstan
Agustin CALLERI,Argentina
Juan MONACO,Argentina
Tomasz KUCHARSKI,Poland
Robert SYCZ,Poland
Ingo EULER,Germany
Maria MUKHORTOVA,Russian Federation
Yong Mi KIM,Democratic People's Republic of Korea
Ok Gyong WANG,Democratic People's Republic of Korea
Arantxa SANCHEZ-VICARIO,Spain
Richard DOBER,Canada
Andrew WILLOWS,Canada
Jun Hong JING,Singapore
Jiawei LI,Singapore
Renata STRBIKOVA,Czech Republic
Alena VACHOVCOVA,Czech Republic
Aleksejs RUMJANCEVS,Latvia
Natacha RIGOBERT,Mauritius
Nioun Chin Elodie LI YUK LO,Mauritius
Blake ALDRIDGE,Great Britain
Will HOWDEN,Great Britain
Akira ISHIBASHI,Japan
Deyan GEORGIEV,Bulgaria
Adnan ALIEV,Bulgaria
Patricia TARABINI,Argentina
Tina KRIZAN,Slovenia
Yury POSTRIGAY,Russian Federation
Alexander DYACHENKO,Russian Federation
Michael BRAITHWAITE,Canada
Kevin KOWALYK,Canada
Marcin Piotr NIEWIARA,Poland
Andrea TRANI,Italy
Andrew SCHACHT,Australia
Joshua SLACK,Australia
Steve TUCKER,United States of America
Gregory RUCKMAN,United States of America
Lucas ZELLMER,Germany
Felix KRABBE,Germany
Mark MENDELBLATT,United States of America
Brian FATIH,United States of America
Juri-Mikk UDAM,Estonia
Geir SUURSILD,Estonia
Volodymyr RYBIN,Ukraine
Vasyl YAKOVLEV,Ukraine
Seba CHEVALLIER,Switzerland
Yuko KAVAGUTI,Russian Federation
Alexander SMIRNOV,Russian Federation
Nicolas ALMAGRO,Spain
Sara LABROUSSE,France
Chloe WILLHELM,France
Miguel Antonio CORREA,Argentina
Ruben VOISARD REZOLA,Argentina
Laura SCHIAVONE,Italy
Sven COSTER,Netherlands
Kalle COSTER,Netherlands
Petra KVITOVA,Czech Republic
Ivan BILOSYUK,Ukraine
Vitaliy Martsiv,Ukraine
Sarah JONES,United States of America
Kate MACKENZIE,United States of America
Trevor BROWN,Australia
Russell LAVALE,Australia
Pramote TEERAWIWATANA,Thailand
Tesana PANVISAVAS,Thailand
Colin Eric Innes POCOCK,South Africa
Gershon RORICH,South Africa
Darryl FITZGERALD,New Zealand
Peter KRETSCHMER,Germany
Kurt KUSCHELA,Germany
Wojciech GUTORSKI,Poland
Jaroslaw GODEK,Poland
Vasiliki ARVANITI,Greece
Maneepong JONGJIT,Thailand
Alex BRUCE,Canada
Michele LI,Canada
Stanislav MOROZOV,Ukraine
Igor ANDREEV,Russian Federation
Nikolay DAVYDENKO,Russian Federation
Mariany NONAKA,Brazil
Ligia SILVA,Brazil
Lars HIELSCHER,Germany
Jörg ROSSKOPF,Germany
Oleg GRISHKIN,Russian Federation
Alexey SHMIDT,Russian Federation
Renuga VEERAN,Australia
Maria MIROU,Greece
Archontoula VOLAKAKI,Greece
Summer LOCHOWICZ,Australia
Kerri POTTHARST,Australia
Jingjing GUO,People's Republic of China
Birgit FISCHER,Germany
Carolin LEONHARDT,Germany
Marcel GRANOLLERS,Spain
Aoife HOEY,Ireland
Claire BERGIN,Ireland
Vincent VITTOZ,France
Andre FONSECA,Brazil
Rodrigo DUARTE,Brazil
Anders EKSTROM,Sweden
Hannah DAVIS,Australia
Misaki KUMAKURA,Japan
Christiane HUTH,Germany
Carl WILLIAMS,New Zealand
Hendri Kurniawan SAPUTRA,Singapore
Michael MOERKOEV,Denmark
Alex Nicki RASMUSSEN,Denmark
Mark BELLOFIORE,Australia
Lachlan MILNE,Australia
Anne KREMER,Luxembourg
Claudine SCHAUL,Luxembourg
Flavio SARETTA,Brazil
Kazushige URA,Japan
Daisaku TAKEDA,Japan
Sergey PROKOPIEV,Russian Federation
Pavlo ROZENBERG,Germany
Bok Rae KIM,Republic of Korea
Kyung Ah KIM,Republic of Korea
Irina LASHKO,Australia
Chantelle MICHELL,Australia
Daniela Greluis LARREAL CHIRINOS,Venezuela
Mariaesthela VILERA,Venezuela
Torin KOOS,United States of America
Eyder BATISTA,Cuba
Nike KORNECKI,Israel
Hongquan LI,People's Republic of China
He WANG,People's Republic of China
Constantin Ciprian POPA,Romania
Niculae FLOCEA,Romania
Ivan ALYPOV,Russian Federation
Vasily ROTCHEV,Russian Federation
Galit CHAIT,Israel
Sergey Sakhnovsky,Israel
Matija PAVSIC,Slovenia
Andrej HRABAR,Slovenia
Hiroki WATANABE,Japan
Momotaro MATSUSHITA,Japan
Kevin STITTLE,Canada
John DANE III,United States of America
Austin SPERRY,United States of America
Jing DU,People's Republic of China
Wolfgang STAMPFER,Austria
Klaus SEELOS,Austria
Yves ALLEGRO,Switzerland
Kevin HAN,United States of America
Vegard HOIDALEN,Norway
Andre FLORSCHUTZ,Germany
Torsten WUSTLICH,Germany
Laia Lluisa TUTZO,Spain
Lleyton HEWITT,Australia
Jonathan ERDMANN,Germany
Kay MATYSIK,Germany
Sebastien GROSJEAN,France
Eirik Veras LARSEN,Norway
Nils Olav FJELDHEIM,Norway
Rolandas MASCINSKAS,Lithuania
Cathy REED,Japan
Jamie SILVERSTEIN,16
Fei WANG,People's Republic of China
Mariangela PERRUPATO,Italy
Storm URU,New Zealand
Peter TAYLOR,New Zealand
Sergio RIVA,Italy
Lubos JIRA,Czech Republic
Sunitha RAO,India
Ingo KINDERVATER,Germany
Irina KHAZOVA,Russian Federation
Nataliya Korostelyova,Russian Federation
Sarah COOK,Australia
Lisa WEAGLE,New Zealand
Nina DANIELS,New Zealand
Slobodan GRUJIC,Serbia and Montenegro
Aleksandar KARAKASEVIC,Serbia and Montenegro
Timo BOLL,Germany
Zoltan FEJER-KONNERTH,Germany
Robert BLAIR,Great Britain
Natalie MUNT,Great Britain
Alison BARTOSIK,United States of America
Anna KOZLOVA,United States of America
Bernardo FREITAS,Portugal
Niclas DURING,Sweden
Sara HENDERSHOT,United States of America
Sarah ZELENKA,United States of America
Igor HERNANDEZ COLINA,Venezuela
Jesus VILLAFANE MARQUINA,Venezuela
Igor KOLODINSKY,Russian Federation
Marta WEORES,Hungary
Anna PAYR,Hungary
Conny SCHMALFUSS,Germany
Viktor TROICKI,Serbia
Hanne SCHENK,Switzerland
Donna MARTIN,Australia
Jane ROBINSON,Australia
Chris DRAPER,Great Britain
Simon HISCOCKS,Great Britain
Diamantina GEORGATOU,Greece
Sotiria KOUTSOPETROU,Greece
Jashia LUNA,Mexico
Inna YOFFE,Israel
Milan DOLECEK JR,Czech Republic
Ondrej SYNEK,Czech Republic
Natalia GONCHAROVA,Russian Federation
Yulia KOLTUNOVA,Russian Federation
David SMITH,Australia
Martin READER,Canada
Therese TORGERSSON,Sweden
Vendela ZACHRISSON,Sweden
Steve DARCIS,Belgium
Tamara BOROS,Croatia
Cornelia VAIDA,Croatia
Jennifer Margaret ARMSTRONG,Australia
Lynda FOLAUHOLA,Australia
Goran JAGAR,Serbia
Mikiko TAKEYA,Japan
Maja MATEVZIC,Slovenia
Tina PISNIK,Slovenia
Chris BRUIL,Netherlands
Ryoko TOKUNO,Japan
Aleksandr DOBROSKOK,Russian Federation
Ross HUTCHINS,Great Britain
Youngeun KO,Republic of Korea
Yoojin JI,Republic of Korea
Xin WANG,People's Republic of China
Annett GAMM,Germany
Gwendolyn LEMAITRE,France
Alan HENDERSON,New Zealand
Matthew DALLOW,New Zealand
Nicole STRUSE,Germany
Elke WOSIK,Germany
Alexander HAGEN,Germany
Jochen WOLFRAM,Germany
Eivind MELLEBY,Norway
Petter Morland PEDERSEN,Norway
Mariusz FYRSTENBERG,Poland
