discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_country_id,athlete_id
Sailing,los-angeles-1984,Tornado - Multihull mixed,Open,SILVER,GameTeam,71.0,5675
Sailing,barcelona-1992,Tornado - Multihull mixed,Open,SILVER,GameTeam,71.0,5675
Rowing,atlanta-1996,pair without coxswain 2 women,Women,SILVER,GameTeam,71.0,5676
Rowing,sydney-2000,pair without coxswain 2 women,Women,BRONZE,GameTeam,71.0,5676
Rowing,atlanta-1996,pair without coxswain 2 women,Women,SILVER,GameTeam,71.0,5677
Rowing,sydney-2000,pair without coxswain 2 women,Women,BRONZE,GameTeam,71.0,5677
Rowing,atlanta-1996,lightweight double sculls 2x women,Women,BRONZE,GameTeam,7.0,5698
Canoe Sprint,seoul-1988,K2 500m kayak double men,Men,BRONZE,GameTeam,9.0,5701
Canoe Sprint,seoul-1988,K1 500m kayak single men,Men,GOLD,Athlete,9.0,5702
Canoe Sprint,barcelona-1992,K1 500m kayak single men,Men,SILVER,Athlete,9.0,5702
Rowing,barcelona-1992,double sculls 2x men,Men,GOLD,GameTeam,7.0,5703
Tennis,barcelona-1992,doubles men,Men,BRONZE,GameTeam,129.0,5710
Tennis,barcelona-1992,Singles men,Men,BRONZE,Athlete,129.0,5710
Rowing,sydney-2000,lightweight double sculls 2x women,Women,BRONZE,GameTeam,71.0,5720
Rowing,sydney-2000,lightweight double sculls 2x women,Women,BRONZE,GameTeam,71.0,5721
Canoe Sprint,los-angeles-1984,C1 1000m canoe single men,Men,SILVER,Athlete,81.0,5726
Canoe Sprint,los-angeles-1984,C1 500m canoe single men,Men,GOLD,Athlete,81.0,5726
Canoe Sprint,los-angeles-1984,K2 500m kayak double women,Women,GOLD,GameTeam,1.0,5729
Canoe Sprint,barcelona-1992,C2 500m canoe double men,Men,GOLD,GameTeam,151.0,5739
Canoe Sprint,barcelona-1992,C2 500m canoe double men,Men,GOLD,GameTeam,151.0,5740
Canoe Sprint,barcelona-1992,K2 500m kayak double women,Women,SILVER,GameTeam,1.0,5741
Canoe Sprint,atlanta-1996,K2 500m kayak double women,Women,GOLD,GameTeam,1.0,5741
Canoe Sprint,los-angeles-1984,K1 500m kayak single women,Women,GOLD,Athlete,1.0,5742
Canoe Sprint,los-angeles-1984,K2 500m kayak double women,Women,GOLD,GameTeam,1.0,5742
Canoe Sprint,barcelona-1992,K2 500m kayak double women,Women,SILVER,GameTeam,1.0,5742
Canoe Sprint,atlanta-1996,K2 500m kayak double women,Women,GOLD,GameTeam,1.0,5742
Figure skating,nagano-1998,Pairs mixed,Mixed,BRONZE,GameTeam,29.0,5743
Figure skating,nagano-1998,Pairs mixed,Mixed,BRONZE,GameTeam,29.0,5744
Badminton,atlanta-1996,doubles women,Women,BRONZE,GameTeam,19.0,5752
Badminton,sydney-2000,doubles women,Women,BRONZE,GameTeam,19.0,5752
Rowing,barcelona-1992,pair without coxswain 2 women,Women,SILVER,GameTeam,29.0,5760
Figure skating,nagano-1998,Pairs mixed,Mixed,SILVER,GameTeam,27.0,5772
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,GOLD,GameTeam,27.0,5772
Figure skating,nagano-1998,Pairs mixed,Mixed,SILVER,GameTeam,27.0,5773
Figure skating,salt-lake-city-2002,Pairs mixed,Mixed,GOLD,GameTeam,27.0,5773
Diving,sydney-2000,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,36.0,5805
Diving,sydney-2000,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,36.0,5806
Rowing,atlanta-1996,double sculls 2x women,Women,SILVER,GameTeam,19.0,5812
Rowing,atlanta-1996,double sculls 2x women,Women,SILVER,GameTeam,19.0,5813
Table Tennis,atlanta-1996,doubles women,Women,BRONZE,GameTeam,20.0,5819
Table Tennis,atlanta-1996,doubles women,Women,BRONZE,GameTeam,20.0,5820
Table Tennis,sydney-2000,doubles women,Women,BRONZE,GameTeam,20.0,5820
Diving,sydney-2000,synchronized diving 10m platform men,Men,GOLD,GameTeam,27.0,5823
Rowing,sydney-2000,lightweight double sculls 2x men,Men,BRONZE,GameTeam,54.0,5824
Rowing,atlanta-1996,double sculls 2x women,Women,BRONZE,GameTeam,61.0,5830
Rowing,atlanta-1996,double sculls 2x women,Women,BRONZE,GameTeam,61.0,5831
Rowing,sydney-2000,double sculls 2x women,Women,SILVER,GameTeam,61.0,5831
Rowing,atlanta-1996,double sculls 2x men,Men,GOLD,GameTeam,90.0,5832
Rowing,atlanta-1996,double sculls 2x men,Men,GOLD,GameTeam,90.0,5833
Tennis,atlanta-1996,doubles men,Men,GOLD,GameTeam,7.0,5840
Tennis,sydney-2000,doubles men,Men,SILVER,GameTeam,7.0,5840
Canoe Sprint,los-angeles-1984,K1 1000m kayak single men,Men,BRONZE,Athlete,71.0,5853
Canoe Sprint,seoul-1988,K1 1000m kayak single men,Men,GOLD,Athlete,71.0,5853
Canoe Sprint,seoul-1988,K2 1000m kayak double men,Men,GOLD,GameTeam,71.0,5853
Canoe Sprint,barcelona-1992,K1 1000m kayak single men,Men,BRONZE,Athlete,71.0,5853
Canoe Sprint,seoul-1988,K2 1000m kayak double men,Men,GOLD,GameTeam,71.0,5854
Canoe Sprint,barcelona-1992,K2 500m kayak double men,Men,GOLD,GameTeam,29.0,5857
Canoe Sprint,barcelona-1992,K2 1000m kayak double men,Men,GOLD,GameTeam,29.0,5857
Canoe Sprint,atlanta-1996,K2 1000m kayak double men,Men,SILVER,GameTeam,29.0,5857
Canoe Sprint,atlanta-1996,K2 500m kayak double men,Men,GOLD,GameTeam,29.0,5857
Canoe Sprint,barcelona-1992,K2 500m kayak double men,Men,GOLD,GameTeam,29.0,5858
Canoe Sprint,barcelona-1992,K2 1000m kayak double men,Men,GOLD,GameTeam,29.0,5858
Canoe Sprint,atlanta-1996,K2 1000m kayak double men,Men,SILVER,GameTeam,29.0,5858
Canoe Sprint,atlanta-1996,K2 500m kayak double men,Men,GOLD,GameTeam,29.0,5858
Rowing,sydney-2000,double sculls 2x women,Women,SILVER,GameTeam,61.0,5863
Badminton,atlanta-1996,doubles men,Men,BRONZE,GameTeam,2.0,5869
Badminton,atlanta-1996,doubles men,Men,BRONZE,GameTeam,2.0,5870
Diving,barcelona-1992,10m platform women,Women,GOLD,Athlete,19.0,5877
Diving,atlanta-1996,3m springboard women,Women,GOLD,Athlete,19.0,5877
Diving,atlanta-1996,10m platform women,Women,GOLD,Athlete,19.0,5877
Diving,sydney-2000,3m springboard women,Women,GOLD,Athlete,19.0,5877
Diving,sydney-2000,synchronized diving 3m springboard women,Women,SILVER,GameTeam,19.0,5877
Rowing,seoul-1988,pair without coxswain 2 men,Men,SILVER,GameTeam,91.0,5883
Rowing,sydney-2000,double sculls 2x women,Women,GOLD,GameTeam,29.0,5885
Tennis,atlanta-1996,doubles men,Men,BRONZE,GameTeam,29.0,5901
Tennis,atlanta-1996,doubles men,Men,BRONZE,GameTeam,29.0,5902
Bobsleigh,lake-placid-1980,two-man men,Men,BRONZE,GameTeam,29.0,5929
Bobsleigh,sarajevo-1984,two-man men,Men,SILVER,GameTeam,29.0,5929
Bobsleigh,calgary-1988,two-man men,Men,SILVER,GameTeam,29.0,5929
Table Tennis,seoul-1988,doubles women,Women,SILVER,GameTeam,88.0,5948
Table Tennis,seoul-1988,Singles women,Women,GOLD,Athlete,88.0,5948
Table Tennis,atlanta-1996,Singles women,Women,SILVER,Athlete,88.0,5948
Table Tennis,sydney-2000,Singles women,Women,BRONZE,Athlete,88.0,5948
Sailing,atlanta-1996,470 - Two Person Dinghy men,Men,SILVER,GameTeam,131.0,5961
Sailing,sydney-2000,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,131.0,5961
Sailing,sydney-2000,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,131.0,5962
Canoe Sprint,atlanta-1996,C2 1000m canoe double men,Men,GOLD,GameTeam,29.0,5967
Canoe Sprint,sydney-2000,C1 1000m canoe single men,Men,GOLD,Athlete,29.0,5967
Canoe Sprint,sydney-2000,C1 500m canoe single men,Men,BRONZE,Athlete,29.0,5967
Canoe Sprint,athens-2004,C-1 1000m (canoe single) men,Men,SILVER,Athlete,29.0,5967
Canoe Sprint,athens-2004,C-1 500m (canoe single) men,Men,GOLD,Athlete,29.0,5967
Canoe Sprint,atlanta-1996,C2 1000m canoe double men,Men,GOLD,GameTeam,29.0,5968
Sailing,barcelona-1992,Finn - One Person Dinghy (Heavyweight) men,Men,GOLD,Athlete,127.0,5976
Sailing,athens-2004,Finn - One Person Dinghy (Heavyweight) men,Men,SILVER,Athlete,127.0,5977
Figure skating,albertville-1992,Pairs mixed,Mixed,BRONZE,GameTeam,81.0,5994
Figure skating,lillehammer-1994,Pairs mixed,Mixed,BRONZE,GameTeam,81.0,5994
Figure skating,albertville-1992,Pairs mixed,Mixed,BRONZE,GameTeam,81.0,5995
Figure skating,lillehammer-1994,Pairs mixed,Mixed,BRONZE,GameTeam,81.0,5995
Beach Volleyball,atlanta-1996,Beach volleyball women,Women,SILVER,GameTeam,56.0,6007
Beach Volleyball,sydney-2000,Beach volleyball women,Women,BRONZE,GameTeam,56.0,6007
Canoe Sprint,atlanta-1996,C2 1000m canoe double men,Men,BRONZE,GameTeam,9.0,6009
Canoe Sprint,atlanta-1996,C2 500m canoe double men,Men,GOLD,GameTeam,9.0,6009
Sailing,barcelona-1992,singlehanded dinghy Europe women,Women,GOLD,Athlete,18.0,6011
Figure skating,nagano-1998,Pairs mixed,Mixed,GOLD,GameTeam,27.0,6016
Figure skating,albertville-1992,Pairs mixed,Mixed,GOLD,GameTeam,27.0,6017
Figure skating,lillehammer-1994,Pairs mixed,Mixed,SILVER,GameTeam,27.0,6017
Figure skating,nagano-1998,Pairs mixed,Mixed,GOLD,GameTeam,27.0,6017
Table Tennis,barcelona-1992,Singles men,Men,BRONZE,Athlete,20.0,6022
Table Tennis,barcelona-1992,doubles men,Men,BRONZE,GameTeam,20.0,6022
Rowing,sydney-2000,double sculls 2x women,Women,BRONZE,GameTeam,104.0,6027
Rowing,sydney-2000,double sculls 2x women,Women,BRONZE,GameTeam,104.0,6028
Table Tennis,sydney-2000,doubles women,Women,BRONZE,GameTeam,20.0,6029
Rowing,atlanta-1996,pair without coxswain 2 women,Women,BRONZE,GameTeam,54.0,6047
Rowing,barcelona-1992,single sculls 1x men,Men,BRONZE,Athlete,14.0,6052
Sailing,mexico-city-1968,Finn - One Person Dinghy (Heavyweight) men,Open,SILVER,Athlete,94.0,6055
Sailing,moscow-1980,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,94.0,6055
Canoe Sprint,sydney-2000,C1 1000m canoe single men,Men,BRONZE,Athlete,81.0,6060
Rowing,barcelona-1992,double sculls 2x men,Men,SILVER,GameTeam,94.0,6063
Rowing,barcelona-1992,double sculls 2x men,Men,SILVER,GameTeam,94.0,6064
Sailing,barcelona-1992,flying dutchman mixed,Open,GOLD,GameTeam,127.0,6067
Sailing,los-angeles-1984,470 - Two Person Dinghy men,Open,GOLD,GameTeam,127.0,6068
Sailing,barcelona-1992,flying dutchman mixed,Open,GOLD,GameTeam,127.0,6068
Bobsleigh,salt-lake-city-2002,two-woman women,Women,SILVER,GameTeam,29.0,6071
Sailing,seoul-1988,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,71.0,6083
Sailing,barcelona-1992,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,71.0,6083
Sailing,seoul-1988,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,71.0,6084
Sailing,barcelona-1992,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,71.0,6084
Sailing,sydney-2000,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,71.0,6084
Bobsleigh,nagano-1998,two-man men,Men,GOLD,GameTeam,90.0,6085
Sailing,seoul-1988,Tornado - Multihull mixed,Open,BRONZE,GameTeam,56.0,6096
Sailing,sydney-2000,49er - Skiff mixed,Open,SILVER,GameTeam,131.0,6099
Rowing,seoul-1988,pair without coxswain 2 men,Men,GOLD,GameTeam,131.0,6104
Rowing,barcelona-1992,pair without coxswain 2 men,Men,GOLD,GameTeam,131.0,6104
Rowing,atlanta-1996,pair without coxswain 2 men,Men,GOLD,GameTeam,131.0,6104
Rowing,barcelona-1992,pair without coxswain 2 men,Men,GOLD,GameTeam,131.0,6105
Rowing,atlanta-1996,pair without coxswain 2 men,Men,GOLD,GameTeam,131.0,6105
Beach Volleyball,sydney-2000,Beach volleyball men,Men,BRONZE,GameTeam,29.0,6116
Canoe Sprint,atlanta-1996,K2 500m kayak double women,Women,BRONZE,GameTeam,7.0,6125
Canoe Sprint,sydney-2000,K1 500m kayak single women,Women,BRONZE,Athlete,7.0,6125
Canoe Sprint,seoul-1988,K2 500m kayak double women,Women,BRONZE,GameTeam,7.0,6126
Canoe Sprint,atlanta-1996,K2 500m kayak double women,Women,BRONZE,GameTeam,7.0,6126
Canoe Sprint,atlanta-1996,K2 500m kayak double men,Men,BRONZE,GameTeam,7.0,6128
Canoe Sprint,sydney-2000,K2 500m kayak double men,Men,SILVER,GameTeam,7.0,6128
Sailing,los-angeles-1984,flying dutchman mixed,Open,BRONZE,GameTeam,131.0,6133
Sailing,barcelona-1992,470 - Two Person Dinghy women,Women,GOLD,GameTeam,127.0,6143
Sailing,barcelona-1992,470 - Two Person Dinghy women,Women,GOLD,GameTeam,127.0,6144
Sailing,atlanta-1996,470 - Two Person Dinghy women,Women,GOLD,GameTeam,127.0,6144
Rowing,atlanta-1996,lightweight double sculls 2x men,Men,BRONZE,GameTeam,7.0,6152
Badminton,sydney-2000,Doubles mixed,Mixed,SILVER,GameTeam,2.0,6167
Sailing,sydney-2000,470 - Two Person Dinghy men,Men,SILVER,GameTeam,71.0,6174
Badminton,atlanta-1996,Doubles mixed,Mixed,BRONZE,GameTeam,19.0,6178
Tennis,seoul-1988,doubles women,Women,SILVER,GameTeam,50.0,6179
Tennis,atlanta-1996,Singles women,Women,BRONZE,Athlete,50.0,6179
Tennis,atlanta-1996,doubles women,Women,SILVER,GameTeam,50.0,6179
Tennis,seoul-1988,doubles women,Women,SILVER,GameTeam,50.0,6180
Tennis,atlanta-1996,doubles women,Women,SILVER,GameTeam,50.0,6180
Bobsleigh,albertville-1992,two-man men,Men,GOLD,GameTeam,32.0,6181
Bobsleigh,lillehammer-1994,two-man men,Men,GOLD,GameTeam,32.0,6181
Bobsleigh,albertville-1992,two-man men,Men,GOLD,GameTeam,32.0,6182
Bobsleigh,lillehammer-1994,two-man men,Men,GOLD,GameTeam,32.0,6182
Canoe Sprint,sydney-2000,C2 1000m canoe double men,Men,GOLD,GameTeam,91.0,6188
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,BRONZE,GameTeam,91.0,6188
Badminton,atlanta-1996,doubles men,Men,SILVER,GameTeam,33.0,6189
Sailing,barcelona-1992,twoperson keelboat open Star mixed,Open,BRONZE,GameTeam,81.0,6193
Tennis,sydney-2000,Singles men,Men,SILVER,Athlete,29.0,6195
Table Tennis,barcelona-1992,doubles men,Men,BRONZE,GameTeam,20.0,6218
Sailing,seoul-1988,flying dutchman mixed,Open,BRONZE,GameTeam,81.0,6241
Sailing,seoul-1988,flying dutchman mixed,Open,BRONZE,GameTeam,81.0,6242
Figure skating,salt-lake-city-2002,Ice dancing mixed,Mixed,SILVER,GameTeam,27.0,6243
Figure skating,salt-lake-city-2002,Ice dancing mixed,Mixed,SILVER,GameTeam,27.0,6244
Cycling Track,sydney-2000,Madison men,Men,GOLD,GameTeam,7.0,6245
Cycling Track,sydney-2000,Madison men,Men,GOLD,GameTeam,7.0,6246
Diving,sydney-2000,synchronized diving 10m platform women,Women,GOLD,GameTeam,19.0,6250
Canoe Sprint,barcelona-1992,K1 500m kayak single women,Women,SILVER,Athlete,9.0,6260
Canoe Sprint,barcelona-1992,K2 500m kayak double women,Women,BRONZE,GameTeam,9.0,6260
Canoe Sprint,atlanta-1996,K1 500m kayak single women,Women,GOLD,Athlete,9.0,6260
Canoe Sprint,barcelona-1992,K2 500m kayak double women,Women,BRONZE,GameTeam,9.0,6261
Cycling Track,atlanta-1996,individual pursuit women,Women,GOLD,Athlete,90.0,6264
Cycling Track,sydney-2000,points race women,Women,GOLD,Athlete,90.0,6264
Diving,sydney-2000,3m springboard women,Women,BRONZE,Athlete,29.0,6268
Tennis,sydney-2000,doubles men,Men,GOLD,GameTeam,81.0,6271
Tennis,atlanta-1996,Singles men,Men,SILVER,Athlete,127.0,6277
Tennis,sydney-2000,doubles women,Women,BRONZE,GameTeam,72.0,6318
Tennis,sydney-2000,doubles women,Women,BRONZE,GameTeam,72.0,6319
Rowing,los-angeles-1984,double sculls 2x women,Women,GOLD,GameTeam,91.0,6328
Rowing,barcelona-1992,double sculls 2x women,Women,SILVER,GameTeam,91.0,6328
Rowing,barcelona-1992,single sculls 1x women,Women,GOLD,Athlete,91.0,6328
Rowing,barcelona-1992,double sculls 2x women,Women,SILVER,GameTeam,91.0,6329
Rowing,atlanta-1996,double sculls 2x men,Men,BRONZE,GameTeam,54.0,6334
Table Tennis,barcelona-1992,Singles men,Men,SILVER,Athlete,54.0,6335
Table Tennis,sydney-2000,doubles men,Men,BRONZE,GameTeam,54.0,6335
Table Tennis,barcelona-1992,doubles men,Men,GOLD,GameTeam,19.0,6350
Table Tennis,atlanta-1996,doubles men,Men,SILVER,GameTeam,19.0,6350
Table Tennis,barcelona-1992,doubles men,Men,GOLD,GameTeam,19.0,6351
Table Tennis,atlanta-1996,Singles men,Men,SILVER,Athlete,19.0,6351
Table Tennis,atlanta-1996,doubles men,Men,SILVER,GameTeam,19.0,6351
Bobsleigh,albertville-1992,two-man men,Men,SILVER,GameTeam,29.0,6352
Bobsleigh,albertville-1992,two-man men,Men,SILVER,GameTeam,29.0,6353
Bobsleigh,nagano-1998,two-man men,Men,BRONZE,GameTeam,29.0,6353
Bobsleigh,salt-lake-city-2002,two-man men,Men,GOLD,GameTeam,29.0,6353
Luge,albertville-1992,Doubles mixed,Open,BRONZE,GameTeam,90.0,6365
Luge,lillehammer-1994,Doubles mixed,Open,SILVER,GameTeam,90.0,6365
Sailing,seoul-1988,flying dutchman mixed,Open,SILVER,GameTeam,18.0,6367
Sailing,seoul-1988,470 - Two Person Dinghy women,Women,BRONZE,GameTeam,151.0,6382
Shooting,beijing-2008,25m pistol 3030 shots women,Women,GOLD,Athlete,19.0,6383
Shooting,london-2012,25m pistol 3030 shots women,Women,SILVER,Athlete,19.0,6383
Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,BRONZE,GameTeam,9.0,6412
Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,BRONZE,GameTeam,9.0,6413
Badminton,barcelona-1992,doubles men,Men,BRONZE,GameTeam,33.0,6419
Badminton,barcelona-1992,doubles men,Men,BRONZE,GameTeam,33.0,6420
Badminton,atlanta-1996,doubles women,Women,GOLD,GameTeam,19.0,6423
Badminton,sydney-2000,doubles women,Women,GOLD,GameTeam,19.0,6423
Diving,sydney-2000,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,7.0,6437
Rowing,sydney-2000,double sculls 2x men,Men,BRONZE,GameTeam,90.0,6438
Rowing,sydney-2000,double sculls 2x men,Men,BRONZE,GameTeam,90.0,6439
Bobsleigh,nagano-1998,two-man men,Men,GOLD,GameTeam,81.0,6454
Canoe Sprint,barcelona-1992,K2 500m kayak double women,Women,GOLD,GameTeam,29.0,6456
Canoe Sprint,atlanta-1996,K2 500m kayak double women,Women,SILVER,GameTeam,29.0,6456
Canoe Sprint,seoul-1988,K2 500m kayak double women,Women,GOLD,GameTeam,29.0,6457
Canoe Sprint,barcelona-1992,K2 500m kayak double women,Women,GOLD,GameTeam,29.0,6457
Rowing,los-angeles-1984,single sculls 1x women,Women,BRONZE,Athlete,72.0,6459
Table Tennis,seoul-1988,doubles men,Men,GOLD,GameTeam,122.0,6476
Rowing,sydney-2000,pair without coxswain 2 women,Women,GOLD,GameTeam,91.0,6491
Bobsleigh,albertville-1992,two-man men,Men,BRONZE,GameTeam,29.0,6517
Bobsleigh,nagano-1998,two-man men,Men,BRONZE,GameTeam,29.0,6517
Bobsleigh,salt-lake-city-2002,two-man men,Men,GOLD,GameTeam,29.0,6517
Figure skating,nagano-1998,Ice dancing mixed,Mixed,SILVER,GameTeam,27.0,6520
Figure skating,nagano-1998,Ice dancing mixed,Mixed,SILVER,GameTeam,27.0,6521
Cycling Track,sydney-2000,Madison men,Men,BRONZE,GameTeam,90.0,6526
Cycling Track,atlanta-1996,Points Race men,Men,GOLD,Athlete,90.0,6527
Cycling Track,sydney-2000,Madison men,Men,BRONZE,GameTeam,90.0,6527
Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,GOLD,GameTeam,27.0,6529
Figure skating,nagano-1998,Ice dancing mixed,Mixed,GOLD,GameTeam,27.0,6529
Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,GOLD,GameTeam,27.0,6530
Figure skating,nagano-1998,Ice dancing mixed,Mixed,GOLD,GameTeam,27.0,6530
Shooting,beijing-2008,10m air pistol 60 shots men,Men,BRONZE,Athlete,81.0,6537
Figure skating,sarajevo-1984,Ice dancing mixed,Mixed,GOLD,GameTeam,131.0,6541
Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,BRONZE,GameTeam,131.0,6541
Figure skating,sarajevo-1984,Ice dancing mixed,Mixed,GOLD,GameTeam,131.0,6542
Figure skating,lillehammer-1994,Ice dancing mixed,Mixed,BRONZE,GameTeam,131.0,6542
Sailing,barcelona-1992,470 - Two Person Dinghy women,Women,SILVER,GameTeam,51.0,6543
Sailing,barcelona-1992,470 - Two Person Dinghy women,Women,SILVER,GameTeam,51.0,6544
Table Tennis,atlanta-1996,Singles men,Men,GOLD,Athlete,19.0,6547
Table Tennis,atlanta-1996,doubles men,Men,GOLD,GameTeam,19.0,6547
Table Tennis,sydney-2000,Singles men,Men,BRONZE,Athlete,19.0,6547
Table Tennis,sydney-2000,doubles men,Men,SILVER,GameTeam,19.0,6547
Canoe Sprint,atlanta-1996,C2 1000m canoe double men,Men,SILVER,GameTeam,91.0,6550
Canoe Sprint,atlanta-1996,C2 1000m canoe double men,Men,SILVER,GameTeam,91.0,6551
Sailing,barcelona-1992,470 - Two Person Dinghy men,Men,SILVER,GameTeam,71.0,6558
Badminton,sydney-2000,doubles men,Men,GOLD,GameTeam,2.0,6559
Synchronized Swimming,sydney-2000,duet women,Women,BRONZE,GameTeam,54.0,6560
Canoe Sprint,barcelona-1992,K2 1000m kayak double men,Men,BRONZE,GameTeam,14.0,6563
Canoe Sprint,barcelona-1992,K2 1000m kayak double men,Men,BRONZE,GameTeam,14.0,6564
Sailing,atlanta-1996,Tornado - Multihull mixed,Open,GOLD,GameTeam,127.0,6567
Sailing,atlanta-1996,Tornado - Multihull mixed,Open,GOLD,GameTeam,127.0,6568
Badminton,barcelona-1992,doubles women,Women,BRONZE,GameTeam,20.0,6570
Badminton,atlanta-1996,Doubles mixed,Mixed,GOLD,GameTeam,20.0,6570
Badminton,atlanta-1996,doubles women,Women,SILVER,GameTeam,20.0,6570
Bobsleigh,salt-lake-city-2002,two-woman women,Women,GOLD,GameTeam,71.0,6600
Diving,sydney-2000,synchronized diving 10m platform women,Women,BRONZE,GameTeam,7.0,6604
Beach Volleyball,atlanta-1996,Beach volleyball women,Women,GOLD,GameTeam,56.0,6607
Sailing,atlanta-1996,470 - Two Person Dinghy men,Men,SILVER,GameTeam,131.0,6609
Bobsleigh,salt-lake-city-2002,two-man men,Men,SILVER,GameTeam,32.0,6611
Tennis,barcelona-1992,doubles women,Women,BRONZE,GameTeam,125.0,6616
Badminton,atlanta-1996,doubles women,Women,BRONZE,GameTeam,19.0,6617
Beach Volleyball,atlanta-1996,Beach volleyball women,Women,SILVER,GameTeam,56.0,6623
Table Tennis,atlanta-1996,doubles women,Women,SILVER,GameTeam,19.0,6624
Beach Volleyball,atlanta-1996,Beach volleyball men,Men,GOLD,GameTeam,71.0,6632
Beach Volleyball,atlanta-1996,Beach volleyball men,Men,GOLD,GameTeam,71.0,6633
Badminton,atlanta-1996,doubles women,Women,SILVER,GameTeam,20.0,6634
Table Tennis,sydney-2000,doubles men,Men,BRONZE,GameTeam,54.0,6635
Sailing,atlanta-1996,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,1.0,6636
Sailing,atlanta-1996,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,1.0,6637
Beach Volleyball,atlanta-1996,Beach volleyball men,Men,SILVER,GameTeam,71.0,6642
Beach Volleyball,atlanta-1996,Beach volleyball men,Men,SILVER,GameTeam,71.0,6643
Rowing,barcelona-1992,pair without coxswain 2 men,Men,BRONZE,GameTeam,5.0,6645
Tennis,sydney-2000,doubles women,Women,SILVER,GameTeam,61.0,6660
Tennis,sydney-2000,doubles women,Women,SILVER,GameTeam,61.0,6661
Sailing,atlanta-1996,470 - Two Person Dinghy women,Women,GOLD,GameTeam,127.0,6662
Tennis,barcelona-1992,doubles men,Men,SILVER,GameTeam,96.0,6666
Rowing,atlanta-1996,pair without coxswain 2 women,Women,BRONZE,GameTeam,54.0,6673
Canoe Sprint,barcelona-1992,C2 1000m canoe double men,Men,SILVER,GameTeam,118.0,6674
Canoe Sprint,barcelona-1992,C2 1000m canoe double men,Men,SILVER,GameTeam,118.0,6675
Cycling Track,sydney-2000,Madison men,Men,SILVER,GameTeam,72.0,6687
Sailing,barcelona-1992,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,51.0,6695
Sailing,barcelona-1992,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,51.0,6696
Canoe Sprint,atlanta-1996,C2 500m canoe double men,Men,BRONZE,GameTeam,91.0,6705
Table Tennis,sydney-2000,doubles women,Women,SILVER,GameTeam,19.0,6711
Table Tennis,sydney-2000,doubles women,Women,SILVER,GameTeam,19.0,6712
Sailing,seoul-1988,Tornado - Multihull mixed,Open,GOLD,GameTeam,54.0,6731
Sailing,barcelona-1992,Tornado - Multihull mixed,Open,GOLD,GameTeam,54.0,6731
Sailing,barcelona-1992,Tornado - Multihull mixed,Open,GOLD,GameTeam,54.0,6732
Tennis,atlanta-1996,doubles men,Men,SILVER,GameTeam,131.0,6743
Tennis,atlanta-1996,doubles men,Men,SILVER,GameTeam,131.0,6744
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,GOLD,GameTeam,9.0,6745
Canoe Sprint,atlanta-1996,C1 500m canoe single men,Men,BRONZE,Athlete,9.0,6746
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,GOLD,GameTeam,9.0,6746
Sailing,barcelona-1992,flying dutchman mixed,Open,SILVER,GameTeam,71.0,6762
Canoe Sprint,sydney-2000,C2 1000m canoe double men,Men,BRONZE,GameTeam,29.0,6766
Canoe Sprint,sydney-2000,C2 1000m canoe double men,Men,BRONZE,GameTeam,29.0,6767
Rowing,atlanta-1996,lightweight double sculls 2x men,Men,GOLD,GameTeam,32.0,6768
Rowing,atlanta-1996,lightweight double sculls 2x men,Men,GOLD,GameTeam,32.0,6769
Sailing,sydney-2000,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,71.0,6770
Diving,sydney-2000,synchronized diving 10m platform men,Men,SILVER,GameTeam,19.0,6778
Diving,sydney-2000,10m platform men,Men,SILVER,Athlete,19.0,6778
Diving,athens-2004,10m platform men,Men,GOLD,Athlete,19.0,6778
Badminton,barcelona-1992,doubles women,Women,BRONZE,GameTeam,20.0,6786
Rowing,atlanta-1996,lightweight double sculls 2x women,Women,SILVER,GameTeam,71.0,6801
Rowing,atlanta-1996,lightweight double sculls 2x women,Women,SILVER,GameTeam,71.0,6802
Badminton,barcelona-1992,doubles men,Men,BRONZE,GameTeam,19.0,6809
