discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_country_id,athlete_id
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,19.0,9
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,19.0,10
Tennis,rio-2016,doubles women,Women,GOLD,GameTeam,92.0,11
Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,92.0,11
Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,92.0,12
Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,7.0,13
Cross Country Skiing,sochi-2014,Sprint 15km men,Men,GOLD,Athlete,18.0,19
Cross Country Skiing,vancouver-2010,Sprint 15km men,Men,BRONZE,Athlete,18.0,20
Cross Country Skiing,vancouver-2010,50km men,Men,GOLD,Athlete,18.0,20
Cross Country Skiing,vancouver-2010,Team sprint men,Men,GOLD,GameTeam,18.0,20
Canoe Sprint,rio-2016,C-1 1000m (canoe single) men,Men,SILVER,Athlete,56.0,26
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,SILVER,GameTeam,56.0,26
Canoe Sprint,rio-2016,C-1 200m (canoe single) men,Men,BRONZE,Athlete,56.0,26
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,GOLD,Athlete,56.0,26
Badminton,rio-2016,doubles men,Men,BRONZE,GameTeam,131.0,27
Tennis,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,92.0,29
Tennis,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,92.0,30
Synchronized Swimming,london-2012,duet women,Women,GOLD,GameTeam,27.0,35
Synchronized Swimming,rio-2016,duet women,Women,GOLD,GameTeam,27.0,35
Synchronized Swimming,london-2012,duet women,Women,GOLD,GameTeam,27.0,36
Synchronized Swimming,rio-2016,duet women,Women,GOLD,GameTeam,27.0,36
Artistic Swimming,tokyo-2020,Duet,Women,GOLD,GameTeam,27.0,36
Diving,rio-2016,synchronized diving 3m springboard men,Men,GOLD,GameTeam,131.0,39
Diving,rio-2016,3m springboard men,Men,SILVER,Athlete,131.0,39
Diving,tokyo-2020,Men's 3m Springboard,Men,BRONZE,Athlete,131.0,39
Diving,rio-2016,synchronized diving 3m springboard men,Men,GOLD,GameTeam,131.0,40
Tennis,beijing-2008,Singles men,Men,BRONZE,Athlete,37.0,41
Badminton,london-2012,Doubles mixed,Mixed,BRONZE,GameTeam,118.0,55
Badminton,london-2012,Doubles mixed,Mixed,BRONZE,GameTeam,118.0,56
Badminton,rio-2016,doubles women,Women,SILVER,GameTeam,118.0,56
Tennis,rio-2016,mixed doubles mixed,Mixed,GOLD,GameTeam,71.0,59
Diving,london-2012,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,81.0,63
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,81.0,63
Diving,sydney-2000,synchronized diving 10m platform women,Women,SILVER,GameTeam,81.0,64
Diving,athens-2004,synchronized diving 10m platform women,Women,BRONZE,GameTeam,81.0,64
Diving,beijing-2008,10m platform women,Women,SILVER,Athlete,81.0,64
Diving,london-2012,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,81.0,64
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,SILVER,GameTeam,56.0,75
Tennis,tokyo-2020,Men's Singles,Men,SILVER,Athlete,92.0,102
Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,BRONZE,GameTeam,29.0,105
Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,BRONZE,GameTeam,29.0,106
Diving,rio-2016,synchronized diving 10m platform women,Women,SILVER,GameTeam,33.0,119
Diving,london-2012,10m platform women,Women,BRONZE,Athlete,33.0,120
Diving,rio-2016,synchronized diving 10m platform women,Women,SILVER,GameTeam,33.0,120
Cross Country Skiing,pyeongchang-2018,Men�s Sprint Classic,Men,SILVER,Athlete,90.0,131
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,SILVER,Athlete,90.0,131
Sailing,athens-2004,470 - Two Person Dinghy women,Women,GOLD,GameTeam,84.0,138
Shooting,tokyo-2020,Trap women,Women,SILVER,Athlete,71.0,140
Sailing,rio-2016,49er FX Women women,Women,GOLD,GameTeam,56.0,146
Sailing,tokyo-2020,49er FX Women,Women,GOLD,GameTeam,56.0,146
Sailing,rio-2016,49er FX Women women,Women,GOLD,GameTeam,56.0,147
Sailing,tokyo-2020,49er FX Women,Women,GOLD,GameTeam,56.0,147
Canoe Sprint,beijing-2008,K2 500m kayak double men,Men,GOLD,GameTeam,127.0,152
Canoe Sprint,london-2012,K-1 200m (kayak single) men,Men,SILVER,Athlete,127.0,152
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,GOLD,GameTeam,127.0,152
Canoe Sprint,rio-2016,K-1 200m (kayak single) men,Men,BRONZE,Athlete,127.0,152
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,GOLD,GameTeam,127.0,153
Badminton,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,122.0,163
Badminton,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,122.0,164
Tennis,tokyo-2020,Men's Singles,Men,BRONZE,Athlete,127.0,165
Beach Volleyball,tokyo-2020,Men,Men,SILVER,GameTeam,92.0,171
Beach Volleyball,tokyo-2020,Men,Men,SILVER,GameTeam,92.0,172
Badminton,rio-2016,doubles men,Men,BRONZE,GameTeam,131.0,181
Badminton,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,19.0,188
Badminton,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,19.0,189
Rowing,tokyo-2020,Men's Pair,Men,SILVER,GameTeam,91.0,192
Rowing,tokyo-2020,Men's Pair,Men,SILVER,GameTeam,91.0,193
Beach Volleyball,tokyo-2020,Men,Men,GOLD,GameTeam,18.0,194
Beach Volleyball,tokyo-2020,Men,Men,GOLD,GameTeam,18.0,195
Canoe Sprint,rio-2016,C-2 1000m (canoe double) men,Men,BRONZE,GameTeam,36.0,205
Beach Volleyball,tokyo-2020,Women,Women,SILVER,GameTeam,7.0,212
Beach Volleyball,tokyo-2020,Women,Women,SILVER,GameTeam,7.0,213
Bobsleigh,turin-2006,two-man men,Men,SILVER,GameTeam,81.0,215
Beach Volleyball,tokyo-2020,Women,Women,BRONZE,GameTeam,32.0,230
Canoe Sprint,london-2012,K2 200m kayak double men,Men,BRONZE,GameTeam,131.0,232
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,SILVER,GameTeam,131.0,232
Canoe Sprint,rio-2016,K-1 200m (kayak single) men,Men,GOLD,Athlete,131.0,232
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,BRONZE,Athlete,131.0,232
Canoe Sprint,london-2012,K2 200m kayak double men,Men,BRONZE,GameTeam,131.0,233
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,SILVER,GameTeam,131.0,233
Cross Country Skiing,vancouver-2010,15km men,Men,GOLD,Athlete,32.0,246
Cross Country Skiing,sochi-2014,15km men,Men,GOLD,Athlete,32.0,246
Cross Country Skiing,sochi-2014,Skiathlon 15km  15km men,Men,GOLD,Athlete,32.0,246
Cross Country Skiing,pyeongchang-2018,Men�s 15km Free,Men,GOLD,Athlete,32.0,246
Canoe Sprint,rio-2016,K-1 200m (kayak single) men,Men,SILVER,Athlete,54.0,248
Diving,sydney-2000,synchronized diving 10m platform women,Women,BRONZE,GameTeam,7.0,256
Diving,athens-2004,10m platform women,Women,BRONZE,Athlete,7.0,256
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,92.0,257
Figure skating,sochi-2014,Ice dancing mixed,Mixed,BRONZE,GameTeam,92.0,258
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,92.0,258
Cycling Track,tokyo-2020,Women's Omnium,Women,BRONZE,Athlete,14.0,262
Rowing,rio-2016,double sculls 2x men,Men,SILVER,GameTeam,104.0,265
Canoe Sprint,london-2012,K2 1000m kayak double men,Men,SILVER,GameTeam,123.0,267
Tennis,tokyo-2020,Women's Singles,Women,BRONZE,Athlete,36.0,276
Cross Country Skiing,vancouver-2010,Skiathlon 15km  15km men,Men,GOLD,Athlete,1.0,290
Cross Country Skiing,sochi-2014,Skiathlon 15km  15km men,Men,SILVER,Athlete,1.0,290
Rowing,rio-2016,lightweight double sculls 2x women,Women,GOLD,GameTeam,61.0,292
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,BRONZE,GameTeam,61.0,292
Rowing,rio-2016,lightweight double sculls 2x women,Women,GOLD,GameTeam,61.0,293
Rowing,london-2012,pair without coxswain 2 women,Women,GOLD,GameTeam,131.0,296
Rowing,rio-2016,pair without coxswain 2 women,Women,GOLD,GameTeam,131.0,296
Rowing,london-2012,pair without coxswain 2 women,Women,GOLD,GameTeam,131.0,297
Rowing,rio-2016,pair without coxswain 2 women,Women,GOLD,GameTeam,131.0,297
Diving,london-2012,synchronized diving 10m platform men,Men,GOLD,GameTeam,19.0,300
Diving,rio-2016,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,19.0,300
Diving,rio-2016,3m springboard men,Men,GOLD,Athlete,19.0,300
Diving,tokyo-2020,Men's 10m Platform,Men,GOLD,Athlete,19.0,300
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,19.0,300
Diving,beijing-2008,synchronized diving 3m springboard men,Men,GOLD,GameTeam,19.0,301
Diving,beijing-2008,3m springboard men,Men,BRONZE,Athlete,19.0,301
Diving,london-2012,synchronized diving 3m springboard men,Men,GOLD,GameTeam,19.0,301
Diving,london-2012,3m springboard men,Men,SILVER,Athlete,19.0,301
Diving,rio-2016,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,19.0,301
Tennis,beijing-2008,doubles women,Women,SILVER,GameTeam,127.0,302
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,71.0,313
Diving,beijing-2008,synchronized diving 10m platform women,Women,GOLD,GameTeam,19.0,316
Diving,beijing-2008,10m platform women,Women,GOLD,Athlete,19.0,316
Diving,london-2012,10m platform women,Women,GOLD,Athlete,19.0,316
Diving,london-2012,synchronized diving 10m platform women,Women,GOLD,GameTeam,19.0,316
Diving,rio-2016,synchronized diving 10m platform women,Women,GOLD,GameTeam,19.0,316
Table Tennis,athens-2004,Singles men,Men,SILVER,Athlete,19.0,317
Table Tennis,beijing-2008,Singles men,Men,SILVER,Athlete,19.0,317
Table Tennis,london-2012,Singles men,Men,SILVER,Athlete,19.0,317
Diving,london-2012,synchronized diving 10m platform women,Women,GOLD,GameTeam,19.0,317
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,BRONZE,GameTeam,61.0,327
Beach Volleyball,london-2012,Beach volleyball men,Men,BRONZE,GameTeam,87.0,328
Gymnastics Artistic,athens-2004,individual all-round women,Women,BRONZE,Athlete,19.0,339
Badminton,london-2012,Doubles mixed,Mixed,GOLD,GameTeam,19.0,339
Badminton,rio-2016,doubles men,Men,GOLD,GameTeam,19.0,339
Badminton,rio-2016,Doubles mixed,Mixed,BRONZE,GameTeam,19.0,339
Badminton,london-2012,doubles women,Women,GOLD,GameTeam,19.0,340
Badminton,london-2012,Doubles mixed,Mixed,GOLD,GameTeam,19.0,340
Badminton,rio-2016,Doubles mixed,Mixed,BRONZE,GameTeam,19.0,340
Sailing,london-2012,470 - Two Person Dinghy men,Men,GOLD,GameTeam,7.0,361
Sailing,rio-2016,470 - Two Person Dinghy men,Men,SILVER,GameTeam,7.0,361
Sailing,tokyo-2020,470 Men,Men,GOLD,GameTeam,7.0,361
Sailing,rio-2016,470 - Two Person Dinghy men,Men,SILVER,GameTeam,7.0,362
Sailing,tokyo-2020,470 Men,Men,GOLD,GameTeam,7.0,362
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,147.0,363
Canoe Sprint,mexico-city-1968,K2 1000m kayak double men,Men,GOLD,GameTeam,147.0,364
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,147.0,364
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,BRONZE,GameTeam,104.0,370
Canoe Sprint,rio-2016,K-2 200m (kayak double) men,Men,BRONZE,GameTeam,104.0,371
Sailing,tokyo-2020,470 Men,Men,SILVER,GameTeam,1.0,372
Sailing,tokyo-2020,470 Men,Men,SILVER,GameTeam,1.0,373
Diving,london-2012,synchronized diving 3m springboard women,Women,SILVER,GameTeam,71.0,378
Diving,london-2012,synchronized diving 3m springboard women,Women,SILVER,GameTeam,71.0,379
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,SILVER,Athlete,92.0,382
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,GOLD,Athlete,92.0,382
Cross Country Skiing,beijing-2022,Men's 15km + 15km Skiathlon,Men,GOLD,Athlete,92.0,382
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,92.0,382
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,BRONZE,Athlete,92.0,383
Cross Country Skiing,beijing-2022,Men's Team Sprint Classic,Men,BRONZE,GameTeam,92.0,383
Curling,pyeongchang-2018,Mixed Doubles,Mixed,SILVER,GameTeam,32.0,390
Curling,pyeongchang-2018,Mixed Doubles,Mixed,SILVER,GameTeam,32.0,391
Bobsleigh,sochi-2014,two-man men,Men,BRONZE,GameTeam,87.0,407
Bobsleigh,pyeongchang-2018,Two-man,Men,BRONZE,GameTeam,87.0,407
Bobsleigh,pyeongchang-2018,Two-man,Men,BRONZE,GameTeam,87.0,408
Swimming,beijing-2008,1500m freestyle men,Men,BRONZE,Athlete,81.0,426
Swimming,london-2012,1500m freestyle men,Men,SILVER,Athlete,81.0,426
Diving,rio-2016,synchronized diving 10m platform women,Women,GOLD,GameTeam,19.0,447
Biathlon,beijing-2022,Women's 15km Individual,Women,GOLD,Athlete,29.0,449
Figure skating,pyeongchang-2018,Pair Skating,Mixed,BRONZE,GameTeam,81.0,461
Figure skating,pyeongchang-2018,Pair Skating,Mixed,BRONZE,GameTeam,81.0,462
Rowing,athens-2004,pair without coxswain 2 women,Women,BRONZE,GameTeam,125.0,465
Rowing,beijing-2008,pair without coxswain 2 women,Women,BRONZE,GameTeam,125.0,465
Sailing,tokyo-2020,470 Women,Women,SILVER,GameTeam,14.0,467
Cross Country Skiing,turin-2006,10km women,Women,SILVER,Athlete,18.0,479
Cross Country Skiing,vancouver-2010,30km women,Women,SILVER,Athlete,18.0,479
Cross Country Skiing,vancouver-2010,10km women,Women,BRONZE,Athlete,18.0,479
Cross Country Skiing,vancouver-2010,sprint 15km women,Women,GOLD,Athlete,18.0,479
Cross Country Skiing,vancouver-2010,Combined 7.5 + 7.5km mass start women,Women,GOLD,Athlete,18.0,479
Cross Country Skiing,sochi-2014,30km women,Women,GOLD,Athlete,18.0,479
Cross Country Skiing,sochi-2014,Skiathlon 7.5+7.5km women,Women,GOLD,Athlete,18.0,479
Cross Country Skiing,sochi-2014,Team sprint women,Women,GOLD,GameTeam,18.0,479
Cross Country Skiing,pyeongchang-2018,Ladies� 30km Mass Start Classic,Women,GOLD,Athlete,18.0,479
Cross Country Skiing,pyeongchang-2018,Ladies� Team Sprint Free,Women,BRONZE,GameTeam,18.0,479
Cross Country Skiing,pyeongchang-2018,Ladies� 7.5km+7.5km Skiathlon,Women,SILVER,Athlete,18.0,479
Cross Country Skiing,pyeongchang-2018,Ladies� 10km Free,Women,BRONZE,Athlete,18.0,479
Cross Country Skiing,sochi-2014,sprint 15km women,Women,GOLD,Athlete,18.0,480
Cross Country Skiing,pyeongchang-2018,Ladies� Sprint Classic,Women,SILVER,Athlete,18.0,480
Cross Country Skiing,pyeongchang-2018,Ladies� Team Sprint Free,Women,BRONZE,GameTeam,18.0,480
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,27.0,481
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,29.0,483
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,29.0,484
Canoe Sprint,rio-2016,K-1 1000m (kayak single) men,Men,SILVER,Athlete,50.0,485
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,50.0,485
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,50.0,486
Rowing,london-2012,pair without coxswain 2 men,Men,GOLD,GameTeam,51.0,498
Rowing,rio-2016,pair without coxswain 2 men,Men,GOLD,GameTeam,51.0,498
Rowing,london-2012,pair without coxswain 2 men,Men,GOLD,GameTeam,51.0,499
Rowing,rio-2016,pair without coxswain 2 men,Men,GOLD,GameTeam,51.0,499
Tennis,london-2012,doubles men,Men,SILVER,GameTeam,54.0,501
Diving,beijing-2008,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,36.0,504
Diving,beijing-2008,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,36.0,505
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,GOLD,GameTeam,24.0,508
Rowing,rio-2016,lightweight double sculls 2x men,Men,SILVER,GameTeam,24.0,509
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,GOLD,GameTeam,24.0,509
Rowing,tokyo-2020,Men's Double Sculls,Men,BRONZE,GameTeam,19.0,510
Rowing,tokyo-2020,Men's Double Sculls,Men,BRONZE,GameTeam,19.0,511
Badminton,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,2.0,519
Cross Country Skiing,sochi-2014,Sprint 15km men,Men,BRONZE,Athlete,1.0,522
Cross Country Skiing,sochi-2014,Team sprint men,Men,BRONZE,GameTeam,1.0,522
Cross Country Skiing,sochi-2014,Sprint 15km men,Men,SILVER,Athlete,1.0,523
Cross Country Skiing,sochi-2014,Team sprint men,Men,BRONZE,GameTeam,1.0,523
Tennis,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,50.0,526
Tennis,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,50.0,527
Bobsleigh,salt-lake-city-2002,two-man men,Men,BRONZE,GameTeam,32.0,534
Bobsleigh,turin-2006,two-man men,Men,BRONZE,GameTeam,32.0,534
Bobsleigh,sochi-2014,two-man men,Men,GOLD,GameTeam,32.0,534
Bobsleigh,sochi-2014,two-man men,Men,GOLD,GameTeam,32.0,535
Table Tennis,atlanta-1996,doubles women,Women,SILVER,GameTeam,61.0,538
Rowing,rio-2016,double sculls 2x men,Men,BRONZE,GameTeam,18.0,545
Rowing,tokyo-2020,Men's Single Sculls,Men,SILVER,Athlete,18.0,545
Rowing,sydney-2000,double sculls 2x men,Men,SILVER,GameTeam,18.0,546
Rowing,athens-2004,single sculls 1x men,Men,GOLD,Athlete,18.0,546
Rowing,beijing-2008,single sculls 1x men,Men,GOLD,Athlete,18.0,546
Rowing,rio-2016,double sculls 2x men,Men,BRONZE,GameTeam,18.0,546
Tennis,london-2012,Singles men,Men,GOLD,Athlete,131.0,547
Tennis,london-2012,mixed doubles mixed,Mixed,SILVER,GameTeam,131.0,547
Tennis,rio-2016,Singles men,Men,GOLD,Athlete,131.0,547
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,SILVER,Athlete,9.0,576
Sailing,london-2012,470 - Two Person Dinghy men,Men,SILVER,GameTeam,131.0,584
Cross Country Skiing,turin-2006,Team sprint women,Women,BRONZE,GameTeam,110.0,586
Cross Country Skiing,vancouver-2010,30km women,Women,BRONZE,Athlete,110.0,586
Cross Country Skiing,sochi-2014,Team sprint women,Women,SILVER,GameTeam,110.0,586
Cross Country Skiing,sochi-2014,Team sprint women,Women,SILVER,GameTeam,110.0,587
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,SILVER,Athlete,110.0,587
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,BRONZE,Athlete,110.0,587
Bobsleigh,vancouver-2010,two-woman women,Women,BRONZE,GameTeam,71.0,590
Bobsleigh,sochi-2014,two-woman women,Women,SILVER,GameTeam,71.0,590
Bobsleigh,pyeongchang-2018,Women�s Bobsleigh,Women,SILVER,GameTeam,71.0,590
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,71.0,590
Bobsleigh,beijing-2022,Women's Monobob,Women,SILVER,Athlete,71.0,590
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,71.0,591
Tennis,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,51.0,598
Tennis,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,51.0,599
Rowing,beijing-2008,double sculls 2x women,Women,SILVER,GameTeam,92.0,600
Cycling Track,london-2012,Team sprint women,Women,GOLD,GameTeam,29.0,604
Cycling Track,rio-2016,Team sprint women,Women,BRONZE,GameTeam,29.0,604
Cycling Track,london-2012,Team sprint women,Women,GOLD,GameTeam,29.0,605
Cycling Track,rio-2016,Team sprint women,Women,BRONZE,GameTeam,29.0,605
Cycling Track,rio-2016,sprint women,Women,GOLD,Athlete,29.0,605
Diving,rio-2016,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,7.0,613
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,36.0,615
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,BRONZE,Athlete,36.0,615
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,36.0,616
Speed skating,vancouver-2010,1000m women,Women,BRONZE,Athlete,61.0,617
Cycling Track,tokyo-2020,Women's Keirin,Women,GOLD,Athlete,61.0,618
Figure skating,vancouver-2010,Ice dancing mixed,Mixed,SILVER,GameTeam,71.0,628
Figure skating,sochi-2014,Ice dancing mixed,Mixed,GOLD,GameTeam,71.0,628
Figure skating,vancouver-2010,Ice dancing mixed,Mixed,SILVER,GameTeam,71.0,629
Figure skating,sochi-2014,Ice dancing mixed,Mixed,GOLD,GameTeam,71.0,629
Rowing,tokyo-2020,Women's Double Sculls,Women,GOLD,GameTeam,91.0,632
Rowing,tokyo-2020,Women's Double Sculls,Women,GOLD,GameTeam,91.0,633
Canoe Sprint,rio-2016,K-2 500m (kayak double) women,Women,GOLD,GameTeam,9.0,634
Canoe Sprint,london-2012,K-1 500m (kayak single) women,Women,GOLD,Athlete,9.0,635
Canoe Sprint,rio-2016,K-1 500m (kayak single) women,Women,GOLD,Athlete,9.0,635
Canoe Sprint,rio-2016,K-2 500m (kayak double) women,Women,GOLD,GameTeam,9.0,635
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,9.0,635
Cross Country Skiing,turin-2006,30km women,Women,BRONZE,Athlete,14.0,644
Cross Country Skiing,vancouver-2010,30km women,Women,GOLD,Athlete,14.0,644
Cross Country Skiing,vancouver-2010,sprint 15km women,Women,SILVER,Athlete,14.0,644
Cross Country Skiing,vancouver-2010,Combined 7.5 + 7.5km mass start women,Women,BRONZE,Athlete,14.0,644
Cross Country Skiing,sochi-2014,10km women,Women,GOLD,Athlete,14.0,644
Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,SILVER,GameTeam,131.0,654
Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,SILVER,GameTeam,131.0,655
Diving,rio-2016,3m springboard women,Women,GOLD,Athlete,19.0,660
Diving,rio-2016,synchronized diving 3m springboard women,Women,GOLD,GameTeam,19.0,660
Diving,tokyo-2020,Women's 3m Springboard,Women,GOLD,Athlete,19.0,660
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,19.0,660
Diving,athens-2004,3m springboard women,Women,SILVER,Athlete,19.0,661
Diving,athens-2004,synchronized diving 3m springboard women,Women,GOLD,GameTeam,19.0,661
Diving,beijing-2008,3m springboard women,Women,BRONZE,Athlete,19.0,661
Diving,beijing-2008,synchronized diving 3m springboard women,Women,GOLD,GameTeam,19.0,661
Diving,london-2012,3m springboard women,Women,GOLD,Athlete,19.0,661
Diving,london-2012,synchronized diving 3m springboard women,Women,GOLD,GameTeam,19.0,661
Diving,rio-2016,synchronized diving 3m springboard women,Women,GOLD,GameTeam,19.0,661
Cycling Track,tokyo-2020,Women's Madison,Women,SILVER,GameTeam,118.0,687
Cycling Track,tokyo-2020,Women's Madison,Women,SILVER,GameTeam,118.0,688
Wrestling,beijing-2008,"Welterweight, Greco-Roman (?66 kilograms) Men",Men,BRONZE,Athlete,125.0,689
Sailing,london-2012,49er - Skiff men,Men,GOLD,GameTeam,7.0,703
Sailing,rio-2016,49er - Skiff men,Men,SILVER,GameTeam,7.0,703
Sailing,london-2012,49er - Skiff men,Men,GOLD,GameTeam,7.0,704
Sailing,rio-2016,49er - Skiff men,Men,SILVER,GameTeam,7.0,704
Diving,london-2012,10m platform men,Men,GOLD,Athlete,71.0,705
Diving,london-2012,synchronized diving 10m platform men,Men,BRONZE,GameTeam,71.0,705
Diving,rio-2016,10m platform men,Men,BRONZE,Athlete,71.0,705
Diving,rio-2016,synchronized diving 10m platform men,Men,SILVER,GameTeam,71.0,705
Diving,rio-2016,synchronized diving 10m platform men,Men,SILVER,GameTeam,71.0,706
Diving,london-2012,synchronized diving 3m springboard men,Men,SILVER,GameTeam,27.0,707
Diving,london-2012,synchronized diving 3m springboard men,Men,SILVER,GameTeam,27.0,708
Diving,london-2012,3m springboard men,Men,GOLD,Athlete,27.0,708
Figure skating,pyeongchang-2018,Ice Dance,Mixed,BRONZE,GameTeam,71.0,713
Figure skating,pyeongchang-2018,Ice Dance,Mixed,BRONZE,GameTeam,71.0,714
Figure skating,turin-2006,Pairs mixed,Mixed,SILVER,GameTeam,19.0,716
Diving,rio-2016,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,7.0,719
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,94.0,721
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,94.0,722
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,BRONZE,GameTeam,94.0,726
Sailing,tokyo-2020,470 Women,Women,GOLD,GameTeam,131.0,727
Sailing,london-2012,470 - Two Person Dinghy women,Women,SILVER,GameTeam,131.0,728
Sailing,rio-2016,470 - Two Person Dinghy women,Women,GOLD,GameTeam,131.0,728
Sailing,tokyo-2020,470 Women,Women,GOLD,GameTeam,131.0,728
Beach Volleyball,rio-2016,Beach volleyball men,Men,BRONZE,GameTeam,61.0,729
Beach Volleyball,rio-2016,Beach volleyball men,Men,BRONZE,GameTeam,61.0,730
Archery,tokyo-2020,Men's Individual,Men,GOLD,Athlete,131.0,745
Curling,pyeongchang-2018,Mixed Doubles,Mixed,GOLD,GameTeam,81.0,748
Curling,pyeongchang-2018,Mixed Doubles,Mixed,GOLD,GameTeam,81.0,749
Shooting,athens-2004,50m pistol 60 shots men,Men,SILVER,Athlete,20.0,761
Shooting,beijing-2008,50m pistol 60 shots men,Men,GOLD,Athlete,20.0,761
Shooting,beijing-2008,10m air pistol 60 shots men,Men,SILVER,Athlete,20.0,761
Shooting,london-2012,10m air pistol 60 shots men,Men,GOLD,Athlete,20.0,761
Shooting,london-2012,50m pistol 60 shots men,Men,GOLD,Athlete,20.0,761
Shooting,rio-2016,50m pistol 60 shots men,Men,GOLD,Athlete,20.0,761
Badminton,beijing-2008,Doubles mixed,Mixed,GOLD,GameTeam,20.0,768
Badminton,london-2012,doubles men,Men,BRONZE,GameTeam,20.0,768
Tennis,rio-2016,doubles men,Men,GOLD,GameTeam,127.0,770
Tennis,beijing-2008,Singles men,Men,GOLD,Athlete,127.0,771
Tennis,rio-2016,doubles men,Men,GOLD,GameTeam,127.0,771
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,46.0,777
