athlete_full_name,country_id,athlete_id
Ting LI,19.0,2770
Tiantian SUN,19.0,2771
Chisa KOBAYASHI,122.0,2772
Hyunha PARK,20.0,2773
Hyunsun PARK,20.0,2774
Enia NINCEVIC,129.0,2775
Romana ZUPAN,129.0,2776
Elia LUINI,90.0,2777
Kim CROW,7.0,2778
Brooke PRATLEY,7.0,2779
Zara DAMPNEY,131.0,2780
Shauna MULLIN,131.0,2781
Michal LOGOSZ,14.0,2782
Dorian Lance JAMES,96.0,2783
Willem VILJOEN,96.0,2784
Jens Dyrloev ERIKSEN,118.0,2785
Martin LUNDGAARD HANSEN,118.0,2786
Guanliang MENG,19.0,2787
Wenjun YANG,19.0,2788
Byung Joo PARK,20.0,2789
Im-Hun CHOI,20.0,2790
Holly MCPEAK,71.0,2791
Elaine YOUNGS,71.0,2792
Niccolo MORNATI,90.0,2793
Lorenzo CARBONCINI,90.0,2794
Elena BALTACHA,131.0,2795
Anne KEOTHAVONG,131.0,2796
Hung Ling CHEN,88.0,2797
Wen-Hsing CHENG,88.0,2798
Caroline SPAHNI,32.0,2799
Flandy LIMPELE,2.0,2800
Oleh Zherebytskiy,36.0,2801
Roman YAZVINSKYY,36.0,2802
Jeremy BOTTIN,,2803
Michael LLODRA,54.0,2804
Fabrice SANTORO,54.0,2805
Feliciano LOPEZ,127.0,2806
Tommy ROBREDO,127.0,2807
Yuka YOSHISAKO,122.0,2808
Mitsuko SATAKE,122.0,2809
Nicklas HOLM,118.0,2810
Claus OLESEN,118.0,2811
Mark MANSFIELD,24.0,2812
Killian COLLINS,24.0,2813
Shinta Mulia SARI,62.0,2814
Lei YAO,62.0,2815
Georgina EVERS-SWINDELL,51.0,2816
Caroline EVERS-SWINDELL,51.0,2817
Afonso DOMINGOS,123.0,2818
Bernardo PLANTIER SANTOS,123.0,2819
Nathan WILMOT,7.0,2820
Malcolm PAGE,7.0,2821
Milos VESELY,50.0,2822
Jan KOBIAN,50.0,2823
Torben GRAEL,56.0,2824
Marcelo FERREIRA,56.0,2825
Jennifer KESSY,71.0,2826
Stacie POWELL,131.0,2827
- Geor,101.0,2828
- Gia,101.0,2829
Cora HUBER,32.0,2830
Mohamed BOUDJADJA,64.0,2831
Abdel Hakim DJAZIRI,64.0,2832
Graeme BROWN,7.0,2833
Stuart OGRADY,7.0,2834
- Ana Paula,56.0,2835
- Sandra,56.0,2836
Hanna PUCHKOVA,125.0,2837
Elena BET,125.0,2838
Misty MAY-TREANOR,71.0,2839
Ramon DI CLEMENTE,96.0,2840
Liesbeth MOUHA,72.0,2841
Liesbet VAN BREEDAM,72.0,2842
Martin LACIGA,32.0,2843
Jan SCHNIDER,32.0,2844
Iosif CHIRILA,91.0,2845
Andrei CUCULICI,91.0,2846
Jian Fang LAY,7.0,2847
Miao MIAO,7.0,2848
Martin LISKA,128.0,2849
Jozef ZABKA,128.0,2850
Chantal BOTTS,96.0,2851
Michelle EDWARDS,96.0,2852
Jonas BJORKMAN,1.0,2853
Robin SODERLING,1.0,2854
Tobias SCHIEGL,94.0,2855
Markus SCHIEGL,94.0,2856
Dain BLANTON,71.0,2857
Jeff NYGAARD,71.0,2858
Alexander KOSTOGLOD,27.0,2859
Aleksandr Kovalyov,27.0,2860
Kalle BASK,110.0,2861
Lauri LEHTINEN,110.0,2862
Min WANG,19.0,2863
Stefanie SCHWAIGER,94.0,2864
Doris SCHWAIGER,94.0,2865
Olena TSYOS,36.0,2866
Tobias ETTER,32.0,2867
Felix STEIGER,32.0,2868
Nova WIDIANTO,2.0,2869
Peng-Lung CHIANG,88.0,2870
Chih-Yuan CHUANG,88.0,2871
Beatrice SPAZIANI,90.0,2872
Lorena ZAFFALON,90.0,2873
Steve GROTOWSKI,131.0,2874
John GARCIA-THOMPSON,131.0,2875
Wesley PIERMARINI,71.0,2876
Elliot HOVEY,71.0,2877
Piret PORMEISTER,35.0,2878
Kaili SIRGE,35.0,2879
Mardy FISH,71.0,2880
Andy RODDICK,71.0,2881
Tandi GERRARD,131.0,2882
Jane SMITH,131.0,2883
David NALBANDIAN,144.0,2884
Eduardo SCHWANK,144.0,2885
Roger KLUGE,29.0,2886
Olaf POLLACK,29.0,2887
Zsolt ANTAL,91.0,2888
Mihai GALICEANU,91.0,2889
Lucjan BLASZCZYK,14.0,2890
Tomasz KRZESZEWSKI,14.0,2891
Liviu DUMITRESCU-LAZAR,91.0,2892
Andreja KLEPAC,5.0,2893
Katarina SREBOTNIK,5.0,2894
Bree SCHAAF,71.0,2895
Emily AZEVEDO,71.0,2896
Catriona OLIVER,7.0,2897
Sonia MILLS,7.0,2898
Marc AUDINEAU,54.0,2899
Stephane CHRISTIDIS,54.0,2900
Katrin OLSEN,118.0,2901
Emmanuel DYEN,54.0,2902
Yann ROCHERIEUX,54.0,2903
Pawel SARNA,14.0,2904
Wayne BLACK,58.0,2905
Kevin ULLYETT,58.0,2906
Simone KUHN,32.0,2907
Nicole SCHNYDER,32.0,2908
Iryna GAYVORONSKA,,2909
Johan BRUNSTROM,1.0,2910
Robert LINDSTEDT,1.0,2911
Curtis TOMASEVICZ,71.0,2912
Rodion LUKA,36.0,2913
Georgii LEONCHUK,36.0,2914
Ling GAO,19.0,2915
Bo ZHENG,19.0,2916
Sara RENNER,81.0,2917
Beckie SCOTT,81.0,2918
Tatyana LOGATZKAYA,125.0,2919
Veronika PAVLOVICH,125.0,2920
Naomi FLOOD,7.0,2921
Lyndsie FOGARTY,7.0,2922
Louisa REEVE,131.0,2923
Olivia WHITLAM,131.0,2924
Robin BOURNE-TAYLOR,131.0,2925
Tom SOLESBURY,131.0,2926
Janis MININS,87.0,2927
Yosbel MARTINEZ HECHEVARRIA,9.0,2928
Yoennis HERNANDEZ ARRUEZ,9.0,2929
Julien PROSSER,7.0,2930
Mark WILLIAMS,7.0,2931
Thanasis Pakhoumas,84.0,2932
Vasileios PORTOSALTE,84.0,2933
Lishi LAO,19.0,2934
Yun CAI,19.0,2935
Clemens WENZEL,29.0,2936
Karsten BRODOWSKI,29.0,2937
Francesco MARCOLINI,90.0,2938
Edoardo BIANCHI,90.0,2939
Elise RECHICHI,7.0,2940
Tessa PARKINSON,7.0,2941
Jia TIAN,19.0,2942
Jie WANG,19.0,2943
Fanny FISCHER,29.0,2944
Nicole REINHARDT,29.0,2945
Cyprian NGIDI,96.0,2946
Cameron MCINTOSH,96.0,2947
Kylie REED,7.0,2948
Samuel LYNCH,24.0,2949
Gearoid TOWEY,24.0,2950
Yaima VELAZQUEZ FALCON,46.0,2951
Yoslaine DOMINGUEZ,46.0,2952
Domonkos SZELL,9.0,2953
Sinisa SKELIN,129.0,2954
Niksa SKELIN,129.0,2955
Hayley SAGE,131.0,2956
Matthias HOEPFNER,29.0,2957
Marc KUEHNE,29.0,2958
Stephane GALBERT,54.0,2959
Bruno MINGEON,54.0,2960
Kazuto SEKI,122.0,2961
Kenjiro TODOROKI,122.0,2962
Hyang Mi JANG,93.0,2963
Yon Hui JONG,93.0,2964
Ariel SUAREZ,144.0,2965
Cristian ROSSO,144.0,2966
Laura ROBSON,131.0,2967
Andre LANGE,29.0,2968
Eligius TAMBORNINO,32.0,2969
Juliette AH-WAN,,2970
Georgie CUPIDON,,2971
Howard BACH,71.0,2972
Bob MALAYTHONG,71.0,2973
Jane CRABTREE,7.0,2974
Kate WILSON-SMITH,7.0,2975
Peter GARTMAYER,94.0,2976
Robert NOWOTNY,94.0,2977
Aleksandr Kurlyandchik,125.0,2978
Aleksandr Bogdanovich,125.0,2979
Sara GOLLER,29.0,2980
Nicholas ROGERS,131.0,2981
Joe GLANFIELD,131.0,2982
Mika SAIKI,122.0,2983
Chiaki KUSUHARA,122.0,2984
Emiel BOERSMA,61.0,2985
Bram RONNES,61.0,2986
Yevgeniy KOSHEVOY,82.0,2987
Arend GLAS,61.0,2988
Daeyoung KIM,20.0,2989
Seong-An Jeong,20.0,2990
Anna ZADOROZHNIUK,36.0,2991
Sergei VERBILLO,36.0,2992
Jiewen ZHANG,19.0,2993
Wei YANG,19.0,2994
Lotte JONATHANS,61.0,2995
- Mia Audina,61.0,2996
Ann-Lou JORGENSEN,118.0,2997
Rikke OLSEN,118.0,2998
Adriana KOSTIW,56.0,2999
Martin SPINNANGR,18.0,3000
Tarjei Viken SKARLUND,18.0,3001
Zoe HOSKINS,81.0,3002
Sabrina KOLKER,81.0,3003
Ditte KOTZIAN,29.0,3004
Heike FISCHER,29.0,3005
Youjia LUO,19.0,3006
Xiuke CHEN,19.0,3007
Keita MASUDA,122.0,3008
Tadashi OHTSUKA,122.0,3009
Goro HAYASHIBE,122.0,3010
Masaki TOSHIRO,122.0,3011
Leonid GULOV,35.0,3012
Tonu ENDREKSON,35.0,3013
Ruben ALVAREZ HOYOS,127.0,3014
Juan ZUNZUNEGUI GUIMERANS,127.0,3015
Sally NEWMARCH,7.0,3016
Amber HALLIDAY,7.0,3017
Ger OWENS,24.0,3018
Ross KILLIAN,24.0,3019
Blythe HARTLEY,81.0,3020
David CALDER,81.0,3021
Scott FRANDSEN,81.0,3022
Benjamin SWAIN,131.0,3023
Diego NEGRI,90.0,3024
Luigi VIALE,90.0,3025
Mark CAVENDISH,131.0,3026
Bradley WIGGINS,131.0,3027
Pham Thi HIEN,17.0,3028
Nguyen Thi THI,17.0,3029
Shelley HESSON,51.0,3030
Linda DICKSON,51.0,3031
Richard DALTON,81.0,3032
Michael SCAROLA,81.0,3033
Gabrio ZANDONA,90.0,3034
Ariel RITTENHOUSE,71.0,3035
Martin Kirketerp IBSEN,118.0,3036
Francisco ANDRADE,123.0,3037
Carlos PEREZ,127.0,3038
Anthony CLARK,131.0,3039
Nathan ROBERTSON,131.0,3040
Iain PERCY,131.0,3041
Steve MITCHELL,131.0,3042
Darren BUNDOCK,7.0,3043
John FORBES,7.0,3044
Enrique FIGUEROA,47.0,3045
Jorge HERNANDEZ,47.0,3046
George NASH,131.0,3047
William SATCH,131.0,3048
Lisa RAYMOND,71.0,3049
Mike BRYAN,71.0,3050
Nuria LLAGOSTERA VIVES,127.0,3051
Maria Jose MARTINEZ SANCHEZ,127.0,3052
Jessica GILLARDUZZI,90.0,3053
Laura CURIONE,90.0,3054
Andreas KOSMATOPOULOS,84.0,3055
Andreas PAPADOPOULOS,84.0,3056
Dalixia FERNANDEZ GRASSET,46.0,3057
Tamara LARREA,46.0,3058
RICARDO RICARDO,56.0,3059
- Emanuel,56.0,3060
Emanuel FERNANDES,,3061
Morais Santos ABREU,,3062
Gyorgy KOZMANN,9.0,3063
Tamas KISS,9.0,3064
Se-Hyeok Ju,20.0,3065
Sang-Eun O,20.0,3066
Graham BIEHL,71.0,3067
Dominika CIBULKOVA,128.0,3068
Daniela HANTUCHOVA,128.0,3069
Zhongyun CHEN,19.0,3070
Zhiwu ZHANG,19.0,3071
Linghui KONG,19.0,3072
Pamela FISCHER,32.0,3073
Anja NYFFELER,32.0,3074
Tan Fook CHOONG,33.0,3075
Wan Wah LEE,33.0,3076
Hugo HANASHIRO,56.0,3077
Hugo HOYAMA,56.0,3078
Diego GONZALEZ PARRO,69.0,3079
Sorana CIRSTEA,91.0,3080
Simona HALEP,91.0,3081
Christina JONES,71.0,3082
Andrea NOTT,71.0,3083
Maret ANI,35.0,3084
Kaia KANEPI,35.0,3085
Dong Soo LEE,20.0,3086
Yong-Seong Yu,20.0,3087
Lisa WESTERHOF,61.0,3088
Jurgen MELZER,94.0,3089
Shuang GUO,19.0,3090
Sau Wah SO,141.0,3091
Kwong Wing CHOW,141.0,3092
Martina NAVRATILOVA,71.0,3093
Oskar JOHANSSON,81.0,3094
John CURTIS,81.0,3095
Belinda STOWELL,7.0,3096
Mohamed NOFEL,132.0,3097
Omar EMIRA,132.0,3098
Kristin HEDSTROM,71.0,3099
Julie NICHOLS,71.0,3100
Berit Annika CAROW,29.0,3101
Bart POELVOORDE,72.0,3102
Christophe RAES,72.0,3103
Nora HOFFMANN,9.0,3104
Attila ELEK,9.0,3105
Sotirios TRAKAS,84.0,3106
Giannis Gavrilidis,84.0,3107
Eran SELA,11.0,3108
Gideon KLIGER,11.0,3109
Xufeng HUANG,19.0,3110
Chris DEDNAM,96.0,3111
Roelof DEDNAM,96.0,3112
Camelia MIHALCEA,91.0,3113
Simona STRIMBESCHI,91.0,3114
Martin STRANDBERG,1.0,3115
Kristian MATTSSON,1.0,3116
Zoltan BENKO,9.0,3117
Istvan BEE,9.0,3118
Pierre LEBOUCHER,54.0,3119
Vincent GAROS,54.0,3120
Max SALMINEN,1.0,3121
Fredrik LOOF,1.0,3122
Olivera MOLDOVAN,37.0,3123
Mara SANTANGELO,90.0,3124
Dimitrij MAZUNOV,27.0,3125
Alexei SMIRNOV,27.0,3126
Roland GARBER,94.0,3127
Franz STOCHER,94.0,3128
Ingrid PETITJEAN,54.0,3129
Nadege DOUROUX,54.0,3130
Nataliya Gelakh,125.0,3131
Liang HUO,19.0,3132
Jens Arne SVARTEDAL,18.0,3133
Tor-Arne Hetland,18.0,3134
Stewart CARSON,96.0,3135
Virginie DEDIEU,54.0,3136
Laure THIBAUD,54.0,3137
Diana Maria GARCIA ORREGO,21.0,3138
Juliana GAVIRIA RENDON,21.0,3139
Jessica DUBE,81.0,3140
Bryce DAVISON,81.0,3141
Feng WANG,19.0,3142
Marin LOVROVIC,129.0,3143
Sinisa MIKULICIC,129.0,3144
Tobias KUEHNE,29.0,3145
Jan HERZOG,29.0,3146
Bose KAFFO,59.0,3147
Olufunke OSHONAIKE,59.0,3148
Alona BONDARENKO,36.0,3149
Kateryna BONDARENKO,36.0,3150
Yuk CHEUNG,141.0,3151
Chu Yan LEUNG,141.0,3152
Nadine BRANDL,94.0,3153
Livia LANG,94.0,3154
Frithjof KLEEN,29.0,3155
Robert STANJEK,29.0,3156
Teja CERNE,5.0,3157
Nelson HENRIQUES,,3158
Fortunato Luis PACAVIRA,,3159
Ruslans SOROKINS,87.0,3160
Kien Keat KOO,33.0,3161
Boon Heong TAN,33.0,3162
Cristian ZORZI,90.0,3163
Renato PASINI,90.0,3164
Marguerite HOUSTON,7.0,3165
Rob WADDELL,51.0,3166
Nathan COHEN,51.0,3167
Virginie RAZZANO,54.0,3168
Greta ARN,9.0,3169
Agnes SZAVAY,9.0,3170
Leigh MCMILLAN,131.0,3171
Mark BULKELEY,131.0,3172
Maria Clara ROHNER,144.0,3173
Yannick KOCON,90.0,3174
Samuel BELTZ,7.0,3175
Thomas GIBSON,7.0,3176
Jan Peter PECKOLT,29.0,3177
Hannes PECKOLT,29.0,3178
Natalie COOK,7.0,3179
Nicole SANDERSON,7.0,3180
Leonidas PELEKANAKIS,84.0,3181
Georgios KONTOGOURIS,84.0,3182
Olivier BACKES,54.0,3183
Laurent VOIRON,54.0,3184
Dionysios DIMOU,84.0,3185
Shinobu KITAMOTO,122.0,3186
Asumi OHMURA,122.0,3187
Luka SPIK,5.0,3188
Iztok COP,5.0,3189
Silvana BUCHER,32.0,3190
Rumyana Spasova,83.0,3191
Stanimir TODOROV,83.0,3192
Yuliya Holovina,36.0,3193
Oleg VOIKO,36.0,3194
Lai Chak KO,141.0,3195
Ching LI,141.0,3196
Elena LIKHOVTSEVA,27.0,3197
Pavlos BELIGRATIS,84.0,3198
Thanasis Mikhalopoulos,84.0,3199
Manuel SUAREZ BARRIOS,46.0,3200
Yunior PEREZ AGUILERA,46.0,3201
Adrian UNGUR,91.0,3202
Tomas MARGALEF,109.0,3203
Milton Ariel WYNANTS,109.0,3204
Fredrik BERGSTROEM,1.0,3205
Johanna PERSSON,1.0,3206
Mitch BOOTH,61.0,3207
Herbert DERCKSEN,61.0,3208
Gyorgy KOLONICS,9.0,3209
Liezel HORN,71.0,3210
Bob BRYAN,71.0,3211
- Maria Elisa,56.0,3212
Martin Alejo CONDE,144.0,3213
Mariano Joaquin BARACETTI,144.0,3214
Daniel JEDRASZKO,14.0,3215
Roman RYNKIEWICZ,14.0,3216
Aurelie STORTI,54.0,3217
Elodie BOURGEOIS PIN,54.0,3218
Monday MEROTOHUN,59.0,3219
Segun TORIOLA,59.0,3220
Alicia MOLIK,7.0,3221
Rennae STUBBS,7.0,3222
Eleni DANIILIDOU,84.0,3223
Khristina Zakhariadou,84.0,3224
Martin DAMM,50.0,3225
Cyril SUK,50.0,3226
Matt TAYLOR,71.0,3227
Joseph JACOBI,71.0,3228
Hunter LOWDEN,81.0,3229
Gordon COOK,81.0,3230
Sophie HOSKING,131.0,3231
Dongxiang XU,19.0,3232
Anna HAAG,1.0,3233
Mahesh BHUPATHI,126.0,3234
Freedom CHIYA,96.0,3235
Grant GOLDSCHMIDT,96.0,3236
Dan JOYE,71.0,3237
Lenka SMIDOVA,50.0,3238
Lenka MRZILKOVA,50.0,3239
Mark MERKLEIN,120.0,3240
Nobu NARUSE,122.0,3241
Rebekka KADIJK,61.0,3242
Merel MOOREN,61.0,3243
Kristjan KAIS,35.0,3244
Rivo VESIK,35.0,3245
Gatis GUTS,87.0,3246
Intars DICMANIS,87.0,3247
Karol BECK,128.0,3248
Dominik HRBATY,128.0,3249
Jose Antonio CRESPO,127.0,3250
Sergio LLOPIS,127.0,3251
Ramon HERNANDEZ,47.0,3252
Raul PAPALEO,47.0,3253
Jan SCHAEFER,29.0,3254
Marco HERSZEL,29.0,3255
Yage ZHANG,19.0,3256
Yulan GAO,19.0,3257
Ivo RÜEGG,32.0,3258
Cedric GRAND,32.0,3259
Dimitrios MOUGIOS,84.0,3260
Vasilios Polymeros,84.0,3261
Apolline DREYFUSS,54.0,3262
Lila MEESSEMANN-BAKIR,54.0,3263
Fernando GONZALEZ,69.0,3264
Nicolas MASSU,69.0,3265
Sergey ULEGIN,27.0,3266
Iljo KEISSE,72.0,3267
Kenny DE KETELE,72.0,3268
Melinda CZINK,9.0,3269
Aniko KAPROS,9.0,3270
Elisabetta SACCHEGGIANI,90.0,3271
Myriam CUTOLO,90.0,3272
Clint ROBINSON,7.0,3273
Nathan BAGGALEY,7.0,3274
Marie-Pierre Boudreau-Gagnon,81.0,3275
Elise MARCOTTE,81.0,3276
Tingting JIANG,19.0,3277
Wenwen JIANG,19.0,3278
- Márcio,56.0,3279
- Fábio,56.0,3280
Walter NANEDER,144.0,3281
Marcos MORALES,144.0,3282
Lucia PALERMO,144.0,3283
David CRAWSHAY,7.0,3284
Scott BRENNAN,7.0,3285
Briony COLE,7.0,3286
Hannes BAUMANN,29.0,3287
Tobias SCHADEWALDT,29.0,3288
Michael KLINGLER,74.0,3289
Thomas DUERR,74.0,3290
Portia MCGEE,71.0,3291
Anna MICKELSON,71.0,3292
Noemi BATKI,90.0,3293
Lubos PODSTUPKA,90.0,3294
Lukas BABAC,90.0,3295
Edit STIFT,9.0,3296
Monika REMSEI,9.0,3297
Petra MANDULA,9.0,3298
Kyra NAGY,9.0,3299
Patrick HEUSCHER,32.0,3300
Stefan KOBEL,32.0,3301
Laura Aleida SANCHEZ SOTO,85.0,3302
Fanny LETOURNEAU,81.0,3303
Courtenay STEWART,81.0,3304
Mary KILLMAN,71.0,3305
Yanan WU,19.0,3306
Maoxing HUANG,19.0,3307
Qiang LI,19.0,3308
Jagadeesan Vishnuvardhan,126.0,3309
Ben AUSTIN,7.0,3310
Greg HENDERSON,51.0,3311
Hayden ROULSTON,51.0,3312
Aquil ABDULLAH,71.0,3313
Henry NUZUM,71.0,3314
Ah Sim SONG,141.0,3315
Yana TIE,141.0,3316
Jun ZHANG,19.0,3317
Markus DIECKMANN,29.0,3318
Scott FLANIGAN,24.0,3319
Astrid GABRIELSSON,1.0,3320
Rudolf DOMBI,9.0,3321
Roland KOKENY,9.0,3322
Mizuki FUJII,122.0,3323
Reika KAKIIWA,122.0,3324
Tanith BELBIN,71.0,3325
Benjamin AGOSTO,71.0,3326
Tatyana NAVKA,27.0,3327
Roman KOSTOMAROV,27.0,3328
Anastasia GREBENKINA,60.0,3329
Vazgen AZROJAN,60.0,3330
Bill SCHUFFENHAUER,71.0,3331
Nataliya GUBA,36.0,3332
Svetlana MAZIY,36.0,3333
Christopher RAST,32.0,3334
Christian STEIGER,32.0,3335
Tomasz STANCZYK,14.0,3336
Tomasz JAKUBIAK,14.0,3337
Zsolt HIRLING,9.0,3338
Tamas VARGA,9.0,3339
Bianca VAN DER VELDEN,61.0,3340
Sonja VAN DER VELDEN,61.0,3341
Imara ESTEVEZ RIBALTA,46.0,3342
Milagros CRESPO VALLE,46.0,3343
Linbei XU,19.0,3344
Hongyan ZHONG,19.0,3345
Attila BUDAY,81.0,3346
"Tamas Buday, Jr.",81.0,3347
Erin TAYLOR,51.0,3348
Thomas LAYBOURN,118.0,3349
Sabahattin OGLAGO,70.0,3350
Muhammet KIZILARSLAN,70.0,3351
Jesse KIRKLAND,105.0,3352
Alexander KIRKLAND,105.0,3353
Martin KLIZAN,128.0,3354
Lukas LACKO,128.0,3355
Caydee DENNEY,71.0,3356
Jeremy BARRETT,71.0,3357
Emmanuelle GAGLIARDI,32.0,3358
Patty SCHNYDER,32.0,3359
Barbara FUSAR POLI,90.0,3360
Maurizio MARGAGLIO,90.0,3361
Maria SAKELLARIDOU,84.0,3362
Chrysi BISKITZI,84.0,3363
Michal SLIWINSKI,14.0,3364
Lukasz WOSZCZYNSKI,14.0,3365
V. Diju,126.0,3366
Kateryna TARASENKO,36.0,3367
Yana DEMENTIEVA,36.0,3368
Glenn ASHBY,7.0,3369
Riccardo LIONE,90.0,3370
Eugenio AMORE,90.0,3371
Frederic NIEMEYER,81.0,3372
Vaclav MALECEK,50.0,3373
Michal VABROUSEK,50.0,3374
Ashley BREHAUT,7.0,3375
Travis DENNEY,7.0,3376
Margriet MATTHIJSSE,61.0,3377
Sergei DOLIDOVICH,125.0,3378
Aleksandr Lazutkin,125.0,3379
Shauna ROHBOCK,71.0,3380
Valerie FLEMING,71.0,3381
Mihai ILIESCU,91.0,3382
Levente Andrei BARTHA,91.0,3383
Petia YANCHULOVA,83.0,3384
Tzvetelina YANCHULOVA,83.0,3385
Andrew SIMPSON,131.0,3386
Hyojung LEE,20.0,3387
Markis KIDO,2.0,3388
Janette HUSAROVA,128.0,3389
Petra CADA,81.0,3390
Marie-Christine ROUSSY,81.0,3391
Tom FITZPATRICK,24.0,3392
Fraser BROWN,24.0,3393
Yulitza MENESES,46.0,3394
Dayexi GANDARELA,46.0,3395
Louise AYLING,51.0,3396
Mike KOHN,71.0,3397
Thomas FINCHUM,71.0,3398
Andrew RUSSELL,81.0,3399
Gabriel BEAUCHESNE-SEVIGNY,81.0,3400
Serhiy Bezuhliy,36.0,3401
Maksym PROKOPENKO,36.0,3402
Dorota ZAGORSKA,14.0,3403
Mariusz SIUDEK,14.0,3404
Peter AKINLABI,59.0,3405
Kazeem NASIRU,59.0,3406
Jarmila GAJDOSOVA,7.0,3407
Sean ROSENTHAL,71.0,3408
Kentaro ASAHI,122.0,3409
Janusz KREZELOK,14.0,3410
Rene HOLTEN,118.0,3411
Milan KADLEC,50.0,3412
Petr LAZAR,50.0,3413
Kenji NAKAMURA,122.0,3414
Masato TAKAKI,122.0,3415
Vlada ILIENKO,27.0,3416
Nataliya GAPONOVICH,27.0,3417
Tony ALLY,131.0,3418
Mark SHIPMAN,131.0,3419
Fangbing ZHANG,19.0,3420
Jie SUN,19.0,3421
Maria Virginia ZONTA,144.0,3422
Qing TIAN,19.0,3423
Mike BERES,81.0,3424
Val LOKER,81.0,3425
Maya BAMERT,32.0,3426
Martina FEUSI,32.0,3427
Rene BERTRAM,29.0,3428
Christian SCHREIBER,29.0,3429
Wai Chee Louisa KOON,141.0,3430
Wing Mui LI,141.0,3431
Anatoly TISHCHENKO,27.0,3432
Vladimir GRUSHIKHIN,27.0,3433
Pedro CUNHA,56.0,3434
Jonathan KOCH,29.0,3435
Manuel BREHMER,29.0,3436
Elisabeth MAHN,94.0,3437
Robert SCHEIDT,56.0,3438
Bruno PRADA,56.0,3439
- Renata,56.0,3440
Madoka NATSUMI,122.0,3441
Nobuko FUKUDA,122.0,3442
Qiqiu CHEN,19.0,3443
Tingting ZHAO,19.0,3444
Frederico MELO,123.0,3445
Linus LICHTSCHLAG,29.0,3446
Lars HARTIG,29.0,3447
- Juliana,56.0,3448
Juergen LOACKER,94.0,3449
Christian HACKL,94.0,3450
Milan JAGNESAK,128.0,3451
Petr NAROVEC,128.0,3452
Inene PASCAL-PRETRE,54.0,3453
Stephanie DECHAND,54.0,3454
Reem ABDALAZEM,132.0,3455
Tetsuya MATSUNAGA,122.0,3456
Taro UENO,122.0,3457
Aneta KONIECZNA,14.0,3458
Akira KITO,122.0,3459
Toshio TASAKI,122.0,3460
Francesco BRUNI,90.0,3461
Guido VIGNA,90.0,3462
Tomislav BASIC,129.0,3463
Go SOEDA,122.0,3464
Federica FAIELLA,90.0,3465
Massimo SCALI,90.0,3466
Anastasija SKULKINA,27.0,3467
Elena DORONINA,27.0,3468
Kahori UCHIYAMA,122.0,3469
Akiko IWAMOTO,122.0,3470
Vera ILYINA,27.0,3471
Ioulia PAKHALINA,27.0,3472
Zac PURCHASE,131.0,3473
Mark HUNTER,131.0,3474
Anton BRAUN,29.0,3475
Felix DRAHOTTA,29.0,3476
Anastasia POZDNYAKOVA,27.0,3477
Suzanne GAVINE-HLADY,81.0,3478
Jaime CRUICKSHANK,81.0,3479
Myriam CASANOVA,32.0,3480
Marrit LEENSTRA,61.0,3481
Dan LOVROVIC,129.0,3482
Thị Hài Phạm,17.0,3483
Thị Thảo Phạm,17.0,3484
Jean-Baptiste MACQUET,54.0,3485
Adrien HARDY,54.0,3486
Matthieu LADAGNOUS,54.0,3487
Jerome NEUVILLE,54.0,3488
Carlos MOYA,127.0,3489
Kate HORNSEY,7.0,3490
Sarah OUTHWAITE,7.0,3491
Julien BAHAIN,54.0,3492
Cedric BERREST,54.0,3493
Rushmi CHAKARVARTHI,126.0,3494
Maria SERGEJEVA,35.0,3495
Ilja GLEBOV,35.0,3496
Leonid Korneyenko,125.0,3497
Donovan CECH,96.0,3498
Juan Ignacio CHELA,144.0,3499
Mariano ZABALETA,144.0,3500
Michael HESTBAEK,118.0,3501
Dennis Dengsoe ANDERSEN,118.0,3502
Luna del Mar AGUILU,47.0,3503
Leilani TORRES MALDONADO,47.0,3504
Blanca Isabel DELGADO,85.0,3505
Claudia WURZEL,90.0,3506
Irina SHTORK,35.0,3507
Taavi RAND,35.0,3508
Karine PHILIPPOT,54.0,3509
Laure BARTHELEMY,54.0,3510
Stephane LOCAS,81.0,3511
Kristof HOPP,29.0,3512
Hyang Mi KIM,93.0,3513
Hyon Hui KIM,93.0,3514
Peter BROMBY,105.0,3515
Lee WHITE,105.0,3516
Roland GAEBLER,29.0,3517
Gunnar STRUCKMANN,29.0,3518
Ben FOUHY,51.0,3519
Steven FERGUSON,51.0,3520
Stevie MORRISON,131.0,3521
Ben RHODES,131.0,3522
Guillermo CANAS,144.0,3523
Leonardo Fabio DUQUE,21.0,3524
Jose Rodolfo SERPA PEREZ,21.0,3525
Konstantinos ECONOMIDIS,84.0,3526
Vasilis MAZARAKIS,84.0,3527
Sebastian OSTLING,1.0,3528
Giovanna MICOL,90.0,3529
Fiona PATERSON,51.0,3530
Anna REYMER,51.0,3531
Atsumi FUKUMOTO,122.0,3532
Roger FEDERER,32.0,3533
Stan WAWRINKA,32.0,3534
Naoki KAWAMAE,122.0,3535
Shoji SATO,122.0,3536
Oswald HASELRIEDER,90.0,3537
Gerhard PLANKENSTEINER,90.0,3538
Andrea BENETTI,90.0,3539
Erik MASOERO,90.0,3540
Marcin PIEKARSKI,14.0,3541
Krzysztof LIPINSKI,14.0,3542
Yu Chin CHIEN,88.0,3543
Eva WILLEMARCK,72.0,3544
Alexandra TSIAVOU,84.0,3545
Victor ORTEGA,21.0,3546
