athlete_full_name,country_id,athlete_id
Geoffrey Laurence STEVENS,96.0,6164
Dmitry STEPUSHKIN,27.0,6165
Evgueni SALAKHOV,27.0,6166
Minarti TIMUR,2.0,6167
Christopher St. John S SMITH,71.0,6168
Carl HENKEL,71.0,6169
Benny LEE,71.0,6170
Thomas O. REIDY,71.0,6171
Benny Fomsgaard ANDERSEN,118.0,6172
Mogens Just MIKKELSEN,118.0,6173
Robert MERRICK,71.0,6174
Silvija TALAJA,129.0,6175
Viktor KNEIB,27.0,6176
Sean OLSSON,131.0,6177
Jianjun LIU,19.0,6178
Jana NOVOTNA,50.0,6179
Helena SUKOVA,50.0,6180
Gustav WEDER,32.0,6181
Donat ACKLIN,32.0,6182
Rob GEURTS,61.0,6183
Robert DE WIT,61.0,6184
David Gerard M. HUMBLE,81.0,6185
Jyorgos ALEXANDROU,60.0,6186
Dan JANJIGIAN,60.0,6187
Mitica PRICOP,91.0,6188
Kim Hock YAP,33.0,6189
Darren James HALL,131.0,6190
Gabor MITRING,131.0,6191
Paul ZAR,,6192
Eric Albert JESPERSEN,81.0,6193
Fabio DIEZ,127.0,6194
Tommy HAAS,29.0,6195
Hyung-Taik LEE,20.0,6196
Yong-Il YOON,20.0,6197
Barry COWAN,131.0,6198
Kyle SPENCER,131.0,6199
Aliki STERGIADOU,107.0,6200
Yuris RAZGULYAYEV,107.0,6201
Chris ARROWSMITH,131.0,6202
Paul Anthony BRAIN,131.0,6203
Fernando RITA LARRUCEA,127.0,6204
Jaime PIRIS TURNER,127.0,6205
Olga BESTANDIGOVA,128.0,6206
Jozef BESTANDIG,128.0,6207
Michela COBISI,90.0,6208
Ruben DE PRA,90.0,6209
Gea JOHNSON,71.0,6210
Ashraf ABDELHALIM,132.0,6211
El-Sayed LASHIN,132.0,6212
Manisha MALHOTRA,126.0,6213
Nirupama VAIDYANATHAN,126.0,6214
Jeff PAMPLIN,24.0,6215
Terence MCHUGH,24.0,6216
Adam MICHALEK,50.0,6217
Hui-Chan Gang,20.0,6218
Odd Ornulf STRAY,18.0,6219
Per Arne NILSEN,18.0,6220
Pedro E COLON HERNANDEZ,47.0,6221
Anna BASALKINA,27.0,6222
Vladislava OUKRAINTSEVA,27.0,6223
Guram Biganishvili,101.0,6224
Vladimer Gruzdevi,101.0,6225
Colin BRYCE,131.0,6226
Neil SCARISBRICK,131.0,6227
Eli ZUKERMAN,11.0,6228
Elad RONEN,11.0,6229
Yelizaveta STEKOLNIKOVA,82.0,6230
Dmitrii KAZARLYGA,82.0,6231
Gail CASTRO,71.0,6232
Debra RICHARDSON,71.0,6233
Nicholas STRANGE,131.0,6234
Andrew SINTON,131.0,6235
Edgar Richard GRONBLOM,110.0,6236
Ville KURKI,110.0,6237
Paul FIELD,131.0,6238
Andrea DAKO,9.0,6239
Csilla FORIAN,9.0,6240
Frank Joseph MCLAUGHLIN,81.0,6241
John Charles MILLEN,81.0,6242
Irina LOBACHEVA,27.0,6243
Ilia AVERBUKH,27.0,6244
Scott MCGRORY,7.0,6245
Brett AITKEN,7.0,6246
Lin CHEN,19.0,6247
Jean-Philippe JODARD,54.0,6248
Christian PENIGAUD,54.0,6249
Xue SANG,19.0,6250
Jelena DOKIC,7.0,6251
Chantal LEFEBVRE,81.0,6252
Michel BRUNET,81.0,6253
Jeff KROMENHOEK,,6254
Daniel STOIAN,91.0,6255
Romica SERBAN,91.0,6256
Laurien VERMULST,61.0,6257
Ellen MELIESIE,61.0,6258
Gideon Joe NG,81.0,6259
Rita KOBAN,9.0,6260
Eva DONUSZ,9.0,6261
Marta AMOROS ROMAGOSA,127.0,6262
Eva LOPEZ MORALES,127.0,6263
Antonella BELLUTTI,90.0,6264
Peggy REGENWETTER,23.0,6265
Xia Lian NI,23.0,6266
Debora SCHOON KADIJK,61.0,6267
Doerte LINDNER,29.0,6268
Simon COOKE,51.0,6269
Peter NICHOLAS,51.0,6270
Sebastien LAREAU,81.0,6271
Yevheniya Filanenko,36.0,6272
Ihor Marchenko,36.0,6273
Sian DENG,81.0,6274
Attila RACZ,91.0,6275
Nicolae SPIRCU,91.0,6276
Sergi BRUGUERA,127.0,6277
Tomas CARBONELL,127.0,6278
Nany Rahayu Basuki SUHARYADI,2.0,6279
Romana TEDJAKUSUMA,2.0,6280
Raimondas SIUGZDINIS,104.0,6281
Valdas BALCIUNAS,104.0,6282
Giulio ZARDO,81.0,6283
Milagros SEQUERA,78.0,6284
Maria VENTO-KABCHI,78.0,6285
Erma S. SULISTYANINGSIH,2.0,6286
Rosiana TENDEAN,2.0,6287
Emilia Lyubenova DIMITROVA,83.0,6288
Xiaoli ZHAO,19.0,6289
Menghua NING,19.0,6290
Henrik SCHNEIDER,9.0,6291
Imre MAGYAR,9.0,6292
Vladyslav DRUZCHENKO,36.0,6293
Sing Yan LO,141.0,6294
Jiri DZMURA,50.0,6295
Pavel POLOMSKY,50.0,6296
Yi Yong LIM,62.0,6297
Susanna RAHKAMO,110.0,6298
Petri KOKKO,110.0,6299
Olaf WINTER,29.0,6300
Jim LAUGESEN,118.0,6301
Michael SOGAARD,118.0,6302
Jenny CASTRO BRAVO,78.0,6303
Virginia RUIZ,78.0,6304
Kelly MORGAN,131.0,6305
Toni James DUNLOP,51.0,6306
David SCHAPER,51.0,6307
Eliana Esther GONZALEZ,113.0,6308
Milagritos GORRITI,113.0,6309
Thierry SAIDI,54.0,6310
Emmanuel DEL REY,54.0,6311
Michel EVERAERT,61.0,6312
Sander MULDER,61.0,6313
Dinara NURDBAYEVA,107.0,6314
Muslim Sattarov,107.0,6315
Giovanna BURLANDO,90.0,6316
Paola CELLI,90.0,6317
Els CALLENS,72.0,6318
Dominique VAN ROOST,72.0,6319
Andrea GHIURGHI,90.0,6320
Nicola GRIGOLO,90.0,6321
Glyn CHARLES,131.0,6322
George SKUODAS,131.0,6323
Kalevi KOSTIAINEN,110.0,6324
Markku Juhani KUISMIN,110.0,6325
Ivars DEINIS,87.0,6326
Sandris BERZINS,87.0,6327
Elisabeta LIPA-OLENIUC,91.0,6328
Veronica COCHELA-COGEANU,91.0,6329
Sean NUNES,34.0,6330
John AMABILE,47.0,6331
Joseph KEOSSEIAN,47.0,6332
Izaskun ARAMBURU,127.0,6333
Samuel BARATHAY,54.0,6334
Jean-Philippe GATIEN,54.0,6335
Grant CONNELL,81.0,6336
Joy Ellen KITZMILLER,71.0,6337
Josef KAELLSTROEM,1.0,6338
Anders BAATEMYR,1.0,6339
Thomas RUEEGGE,32.0,6340
Claude MAURER,32.0,6341
Siu Kwong CHAN,141.0,6342
Tim HE,141.0,6343
Marco PENNA,90.0,6344
Walter BOTTEGA,90.0,6345
Csaba HARANGHY,9.0,6346
Andras KOMM,9.0,6347
Igor KARVAS,128.0,6348
Jaroslav FERIANEC,128.0,6349
Lin LU,19.0,6350
Tao WANG,19.0,6351
Rudolf LOCHNER,29.0,6352
Markus ZIMMERMANN,29.0,6353
Laura BRUSCHINI,90.0,6354
Gabriele BRUNI,90.0,6355
Mitja MARGON,5.0,6356
Sabine KLEINHENZ,54.0,6357
Severine LOYAU,54.0,6358
Eliza ELIZA,2.0,6359
Jody HOLDEN,81.0,6360
Conrad LEINEMANN,81.0,6361
Peter AXELSSON,1.0,6362
Sofia USANDIZAGA,144.0,6363
Hansjörg RAFFL,90.0,6364
Norbert HUBER,90.0,6365
Knut FROSTAD,18.0,6366
Ole Petter POLLEN,18.0,6367
Naomi LANG,71.0,6368
Peter TCHERNYSHEV,71.0,6369
Jose LOIOLA JR,56.0,6370
Nuno MARQUES,123.0,6371
Reid HAMILTON,51.0,6372
Glenn HAMILTON,51.0,6373
Raul LEON,46.0,6374
Alexis ARIAS,46.0,6375
Andrea Mary HOLT,131.0,6376
Lisa Jane LOMAS,131.0,6377
Oscar ORTIZ,85.0,6378
Nathalie TAUZIAT,54.0,6379
Gillian Carol GOWERS,131.0,6380
Sara Louise SANKEY,131.0,6381
Larisa MOSKALENKO,151.0,6382
Ying CHEN,19.0,6383
Xingyong PENG,19.0,6384
Myriam LAMOLLE,54.0,6385
Catherine MULLER,54.0,6386
Peter UHRIG,29.0,6387
J. Brian BLANSHARD,81.0,6388
Michael BITTEN,81.0,6389
Tiffany SCOTT,71.0,6390
Philip DULEBOHN,71.0,6391
Cristian LA GRASSA,90.0,6392
Piotr BASTA,14.0,6393
Piotr BOCHENEK,14.0,6394
Gustavo KUERTEN,56.0,6395
Jaime ONCINS,56.0,6396
Edward Raymond DRAKICH,81.0,6397
Marc DUNN,81.0,6398
Berit Christoffersen,118.0,6399
Lene ANDERSSON,118.0,6400
Orlin NINOV,83.0,6401
Nikolay KOLEV,83.0,6402
Robert LOWRANCE,,6403
Fua Logo TAVUI,,6404
Paul HANNAM,81.0,6405
Brian STOREY,81.0,6406
Hongyong CHEN,19.0,6407
Kang CHEN,19.0,6408
Cynthia RYDER,71.0,6409
Mary MAZZIO,71.0,6410
Silvia Margarita MOREL MESSINA,69.0,6411
Krisztian BARTFAI,9.0,6412
Krisztian VEREB,9.0,6413
Wanting LING,141.0,6414
Philippa June BAKER,51.0,6415
Brenda Catherine LAWSON,51.0,6416
Oleksiy Zhukov,36.0,6417
Oleksandr Bortiuk,36.0,6418
Alan Sidek Mohamed,33.0,6419
Ajib Sidek Mohamed,33.0,6420
Doina Liliana SNEP,91.0,6421
Doina CIUCANU-ROBU,91.0,6422
Jun GU,19.0,6423
Margo MALOWNEY,81.0,6424
Barb Broen-Ouelette,81.0,6425
Juan Carlos BIANCHI,78.0,6426
Nicolas PEREIRA,78.0,6427
Dally RANDRIANTEFY,,6428
Natacha RANDRIANTEFY,,6429
Simon Patrick ELLIS,141.0,6430
Sven MERKEL,141.0,6431
Paul MANUEL,61.0,6432
Tonje KRISTIANSEN,18.0,6433
Shae-Lynn BOURNE,81.0,6434
Victor KRAATZ,81.0,6435
Lijuan GENG,81.0,6436
Dean PULLAR,7.0,6437
Giovanni CALABRESE,90.0,6438
Nicola SARTORI,90.0,6439
Lingjun HUA,19.0,6440
Hongming LIANG,19.0,6441
Guangxia SUN,19.0,6442
Lin LIU,19.0,6443
Elena TIMINA,27.0,6444
Fumiyo YAMASHITA,122.0,6445
Rika SATO,122.0,6446
Karl SINZINGER JR.,94.0,6447
Dirk BELLEMANS,72.0,6448
Johan BELLEMANS,72.0,6449
Eduardo SERUCA,123.0,6450
Raluca IONITA,91.0,6451
Mariana LIMBAU,91.0,6452
Dusan VEMIC,79.0,6453
Dave MacEachern,81.0,6454
Pasquale GESUITO,90.0,6455
Ramona PORTWICH,29.0,6456
Anke NOTHNAGEL-VON SECK,29.0,6457
Renee GOVAERT,72.0,6458
Ann HAESEBROUCK,72.0,6459
Pietro DALI,90.0,6460
Ferdinando COLANINNO,90.0,6461
Aleksander CHESTNIKH,60.0,6462
Tetiana Ustiuzhanina,36.0,6463
Olena REUTOVA,36.0,6464
Frank BUTZMANN,29.0,6465
Kai FALKENTHAL,29.0,6466
Jong-Sil TU,93.0,6467
Anna KOURNIKOVA,27.0,6468
Elena MAKAROVA,27.0,6469
Vladimir EFIMOV,27.0,6470
Mattias LINDGREN,1.0,6471
Per ANDERSSON,1.0,6472
Marianne AESCHBACHER,54.0,6473
Anne CAPRON,54.0,6474
Fredrik HAAKANSSON,1.0,6475
Seiko ISEKI,122.0,6476
Marisa Alejandra PEGURI,144.0,6477
Maria Julia GARISOAIN,144.0,6478
Mayra Yaratz HUERTA HERNANDEZ,85.0,6479
Velia EGUILUZ SOTO,85.0,6480
Oleg SOUKHOROUTCHENKO,27.0,6481
Andrei GOROKHOV,27.0,6482
Grete MOGENSEN,118.0,6483
Pernille Dupont DUPONT,118.0,6484
Hamid KHAN,62.0,6485
Leng Kang Donald KOH,62.0,6486
Jeanette Brandstrup KNUDSEN,118.0,6487
Yvonne Brandstrup KNUDSEN,118.0,6488
Gregory John KNOWLES,51.0,6489
Murray Selwyn JONES,51.0,6490
Doina IGNAT,91.0,6491
Xenia SMETANENKO,60.0,6492
Par-Gunnar JONSSON,1.0,6493
Robert SENS,29.0,6494
Detlef KIRCHHOFF,29.0,6495
Yoon-Kyeong JANG,20.0,6496
Gregory SUN,149.0,6497
Gregory SUN,39.0,6498
Curtis HARRY,149.0,6499
Curtis HARRY,39.0,6500
Mee-Hyang KIM,20.0,6501
Shin Young KIM,20.0,6502
Bozena BAK,14.0,6503
Janina WILK,14.0,6504
Maja KOS,136.0,6505
Vanja MICETA,136.0,6506
Eduardo Esteban MARTINEZ,144.0,6507
Mark HOLOWESKO,120.0,6508
Myles PRITCHARD,120.0,6509
Michael Douglas HYATT,34.0,6510
Stephen HYLTON,34.0,6511
Pak Kum NG,141.0,6512
Fernando SILVA,123.0,6513
Ricardo FERNANDES,123.0,6514
Peter SHARIS,71.0,6515
John A. PESCATORE,71.0,6516
Christoph LANGEN,29.0,6517
Kurt BETSCHART,32.0,6518
Karen FURNEAUX,81.0,6519
Anjelika KRYLOVA,27.0,6520
Oleg OVSYANNIKOV,27.0,6521
Jean-François BERTHET,54.0,6522
Gwenael BERTHET,54.0,6523
Christina PINNOW,29.0,6524
Peggy HARDWIGER,29.0,6525
Marco VILLA,90.0,6526
Silvio MARTINELLO,90.0,6527
Tuesday MIDDAUGH,71.0,6528
Pasha GRISCHUK,27.0,6529
Evgeny PLATOV,27.0,6530
Jose Maria DE MARCO,127.0,6531
Juan Carlos SAEZ,127.0,6532
Nir SHENTAL,11.0,6533
Ran SHENTAL,11.0,6534
Rohan COOKE,51.0,6535
Andrew STONE,51.0,6536
Jason TURNER,81.0,6537
Lisette VAN DE VEN,61.0,6538
Barbara Xiao CHIU,81.0,6539
Laura GOLARSA,90.0,6540
Jayne TORVILL,131.0,6541
Christopher DEAN,131.0,6542
Janet Lee SHEARER,51.0,6543
Leslie Jean EGNOT,51.0,6544
Miroslav DANOV,83.0,6545
Stefan VASILEV,83.0,6546
Guoliang LIU,19.0,6547
Sara ABDEL GAWAD,132.0,6548
Philip BARTH,29.0,6549
Antonel BORSAN,91.0,6550
Marcel GLAVAN,91.0,6551
Paula CABEZAS,69.0,6552
Barbara CASTRO,69.0,6553
Max Alejandro HOLDO BAGOTT,144.0,6554
Guillermo F. PFAAB,144.0,6555
David Ross SWEENEY,81.0,6556
Kevin SMITH,81.0,6557
Morgan REESER,71.0,6558
Candra WIJAYA,2.0,6559
Myriam LIGNOT,54.0,6560
Paul NEAGU,91.0,6561
Gabriel TATARU,91.0,6562
Grzegorz KOTOWICZ,14.0,6563
Dariusz BIALKOWSKI,14.0,6564
Kenia PEREZ,46.0,6565
Yamisleidys ROMAY,46.0,6566
Fernando LEON,127.0,6567
Jose Luis BALLESTER TULTESA,127.0,6568
Yelena Rybkina,27.0,6569
Yeong-A Gir,20.0,6570
Colleen MILLER,81.0,6571
Wendy WIEBE,81.0,6572
Anatoli BOBKOV,27.0,6573
Gennady Belyakov,27.0,6574
Jenni MENO,71.0,6575
Todd SAND,71.0,6576
François LETOURNEAU,81.0,6577
Oi Ni CHAN,141.0,6578
Juozas BAGDONAS,104.0,6579
Einius PETKUS,104.0,6580
Gyula NYARI,9.0,6581
Kerry SHACKLOCK,131.0,6582
Laila VAKIL,131.0,6583
Paul KIERNAN,24.0,6584
Tatyana KOSTROMINA,125.0,6585
Viktoriya Pavlovich,125.0,6586
Bryan MOODY,81.0,6587
Elzbieta KUNCEWICZ,14.0,6588
Mattias RAHM,1.0,6589
Benjamas SANGARAM,28.0,6590
Tamarine TANASUGARN,28.0,6591
Marina KHALTURINA,82.0,6592
Andrey Krukov,82.0,6593
Horace HOLDEN,71.0,6594
Wayne DICKERT,71.0,6595
Juan Jose ROMAN MANGAS,127.0,6596
Juan Manuel SANCHEZ DE CASTRO,127.0,6597
Eldad AMIR,11.0,6598
Yoel SELA,11.0,6599
Jill BAKKEN,71.0,6600
Fernando BELLO,123.0,6601
Francisco PINHEIRO DE MELO,123.0,6602
Sujitra EAKMONGKOLPAISARN,28.0,6603
Rebecca GILMORE,7.0,6604
Danielle MCGRATH,7.0,6605
Stephen CARR,7.0,6606
Jacqueline Cruz SILVA CRUZ,56.0,6607
Raul COSTA,123.0,6608
John MERRICKS,131.0,6609
Jorge BONNET,47.0,6610
Steve ANDERHUB,32.0,6611
Livia ALLAROVA,128.0,6612
Lucia ALLAROVA,128.0,6613
Mikael TILLSTROEM,1.0,6614
Olga BARABANSCHIKOVA,125.0,6615
Natasha ZVEREVA,125.0,6616
Yongshu TANG,19.0,6617
Xiling LIANG,19.0,6618
Yanhua JING,19.0,6619
Hugh STYLES,131.0,6620
Adam MAY,131.0,6621
Laura MONTALVO,144.0,6622
Monica RODRIGUES,56.0,6623
Yunping QIAO,19.0,6624
Kurt EINBERGER,94.0,6625
Stefan FREY,29.0,6626
Stephan KUHL,29.0,6627
Christina PAPADAKI,84.0,6628
Adris PLUKSNA,87.0,6629
Sophie MONIOTTE,54.0,6630
Pascal LAVANCHY,54.0,6631
Charles Frederick KIRALY,71.0,6632
Kent STEFFES,71.0,6633
Hye Ock JANG,20.0,6634
Patrick Antoine Edouard CHILA,54.0,6635
Bobby LOHSE,1.0,6636
Hans WALLEN,1.0,6637
Steffen SKEL,29.0,6638
Steffen WOELLER,29.0,6639
Evgeniya OLSHEVSKAYA,27.0,6640
Svetlana TIMOSHININA,27.0,6641
Mike WHITMARSH,71.0,6642
Michael DODD,71.0,6643
Marie-Josephe JEAN-PIERRE,41.0,6644
Denis ZVEGELJ,5.0,6645
Jakob PIIL,118.0,6646
Jimmi MADSEN,118.0,6647
Claudia BARTH,29.0,6648
Janet LEE,88.0,6649
Tzu-Ting WENG,88.0,6650
John FELTON,7.0,6651
David Desmond WILLIAMS,131.0,6652
Ian Alan RHODES,131.0,6653
Augusto Guillermo MORALES MARENGO,69.0,6654
Juan SALAMANCA GONZALEZ,69.0,6655
Hans KOHALA,1.0,6656
Carl LINDQVIST,1.0,6657
Wearn Haw TAN,62.0,6658
Seng Leong KOH,62.0,6659
Kristie BOOGERT,61.0,6660
Miriam OREMANS,61.0,6661
Begona VIA DUFRESNE,127.0,6662
Sergey MYASNIKOV,27.0,6663
Mi SON,93.0,6664
Ellis FERREIRA,96.0,6665
Wayne FERREIRA,96.0,6666
Harald ROLFSEN,18.0,6667
Lars - Marius WALDAL,18.0,6668
Marianne HALFDAN NIELSEN,118.0,6669
Cheryl DONE,131.0,6670
Obigeli OLORUNSOLA,59.0,6671
Kayode AKINSANYA,59.0,6672
Helene CORTIN,54.0,6673
Arne NIELSSON,118.0,6674
Christian FREDERIKSEN,118.0,6675
Markus SCHNEEBERGER,94.0,6676
Stephan SCHURICH,94.0,6677
Rolf SCHMIDT,29.0,6678
Wolfgang HUNGER,29.0,6679
Christian BINDER,94.0,6680
Markus PISO,94.0,6681
Marian TICAN,91.0,6682
Weina ZHANG,19.0,6683
Xianming CAO,19.0,6684
Arnfinn KRISTIANSEN,18.0,6685
Bjarne ROEYLAND,18.0,6686
Etienne DE WILDE,72.0,6687
Jia LIU,94.0,6688
Judith HERCZIG,94.0,6689
Ulrike SCHMIDT,29.0,6690
Gudula STAUB,29.0,6691
Sixto JIMENEZ GALAN,127.0,6692
Mei Han CHEUNG,141.0,6693
Chun Mei TUNG,141.0,6694
Roderick Hopkins DAVIS,51.0,6695
Donald John COWIE,51.0,6696
Joanne Sarah TURVEY,131.0,6697
Miriam BATTEN,131.0,6698
Annette HUYGENS THOLEN,7.0,6699
Sarah STRATON,7.0,6700
Nina PROSKURA,36.0,6701
Yevheniya Andrieieva,36.0,6702
Dominique DENIAUD,54.0,6703
Martial JAFFREDO,54.0,6704
Grigore OBREJA,91.0,6705
Eline COENE,61.0,6706
Sule OLALEYE,59.0,6707
Christoph KUFFER,32.0,6708
Thomas STUDHALTER,32.0,6709
Carlos SANTACREU,127.0,6710
Jin SUN,19.0,6711
Ying YANG,19.0,6712
Marek KOLBOWICZ,14.0,6713
Tomoyuki SASAKI,122.0,6714
Janis ELSINS,87.0,6715
Mattias TICHY,1.0,6716
Anders CHRISTENSSON,1.0,6717
Michael Joseph FORGERON,81.0,6718
Ronald RENSCH,29.0,6719
Torsten HAVERLAND,29.0,6720
Alessia ARISI,90.0,6721
Laura NEGRISOLI,90.0,6722
Jennifer JOHNSON-JORDAN,71.0,6723
Annett DAVIS,71.0,6724
Keith SUDZIARSKI,,6725
Todd R. SCHULTZ,,6726
Katrin SCHMIDT,29.0,6727
Kerstin UBBEN,29.0,6728
Nicholas FRANKL,9.0,6729
Miklos GYULAI,9.0,6730
Nicolas HENARD,54.0,6731
Yves LODAY,54.0,6732
Kyoko INA,71.0,6733
John ZIMMERMAN,71.0,6734
Martina HUDCOVA,50.0,6735
Tereza TOBIASOVA,50.0,6736
Pierre PENNEC,54.0,6737
Yann GUICHARD,54.0,6738
Toni BULAJA,129.0,6739
Ivan BULAJA,129.0,6740
Marcus ADAM,131.0,6741
Semyon Kolobayev,27.0,6742
Neil BROAD,131.0,6743
Tim HENMAN,131.0,6744
Ferenc NOVAK,9.0,6745
Imre PULAI,9.0,6746
Deyana Gresye S LOMBAN,2.0,6747
Gerhard POTMA,61.0,6748
Willem POTMA,61.0,6749
Katarina KOVALOVA,50.0,6750
David SZURMAN,50.0,6751
Julie PULLIN,131.0,6752
Lorna WOODROFFE,131.0,6753
Paul STAIGHT,7.0,6754
Marco AUDISIO,90.0,6755
Michelangelo CRISPI,90.0,6756
Patrick THORENS,32.0,6757
Stephane WOHNLICH,32.0,6758
Attila PALIZS,9.0,6759
Rita DE JONG,61.0,6760
Marie-Jose DE GROOT,61.0,6761
Stephen BOURDOW,71.0,6762
Hans VOGT,29.0,6763
Jörg FRICKE,29.0,6764
Jorge Andres GAMBRA SAID,69.0,6765
Lars KOBER,29.0,6766
Stefan UTESS,29.0,6767
Markus GIER,32.0,6768
Michael GIER,32.0,6769
Magnus LILJEDAHL,71.0,6770
Marek PAKOSTA,50.0,6771
Lubos SOSKA,128.0,6772
Peter SOSKA,128.0,6773
Santi WIBOWO,32.0,6774
Thomas WAPP,32.0,6775
Chiu-Tan CHEN,88.0,6776
David ZHUANG,71.0,6777
Jia HU,19.0,6778
Manuel VILLARREAL,85.0,6779
Santiago HERNANDEZ,85.0,6780
Kenichi OBINATA,122.0,6781
Sabina TELENSKA,50.0,6782
Hana DARIUSOVA,50.0,6783
Isaac OPOKU,73.0,6784
Winfred ADDY,73.0,6785
Eun-Jeong Sim,20.0,6786
Radmila DOBNEROVA,13.0,6787
Renata SRBOVA,13.0,6788
Gabriel Bogdan TRIFU,91.0,6789
Rhona Susan ROBERTSON,51.0,6790
Tammy JENKINS,51.0,6791
Haimei LIU,19.0,6792
Fengqin JI,19.0,6793
Joseph ALMASIAN,60.0,6794
Kenneth TOPALIAN,60.0,6795
Karla GUTIERREZ AHTENSBURG,85.0,6796
Margarita PAZOS GONZALEZ,85.0,6797
Daniel PHILLIPS,7.0,6798
Kristy-Lee SARGEANT,81.0,6799
Kristofer WIRTZ,81.0,6800
Teresa Z. BELL,71.0,6801
Lindsay BURNS,71.0,6802
Tom SYMOENS,72.0,6803
Bjorn HENDRICKX,72.0,6804
Marcelus SILVA,56.0,6805
Dirceu MARINHO,56.0,6806
Geertje KEEN,61.0,6807
Mirjam HOOMAN-KLOPPENBURG,61.0,6808
Yongbo LI,19.0,6809
Bingyi TIAN,19.0,6810
Mitsuru KIMURA,122.0,6811
Kazuaki MIMOTO,122.0,6812
Ntaniel TSIOKAS,84.0,6813
Nanyan HUANG,19.0,6814
Irina ROUSLIAKOVA,27.0,6815
Anne Katherine MONTMINY,81.0,6816
Philippa Louise CROSS,131.0,6817
Margaret Ruth GIBSON,58.0,6818
Susanne C. STANDISH-WHITE,58.0,6819
Edward COODE,131.0,6820
Greg SEARLE,131.0,6821
Kostiantyn ZAITSEV,36.0,6822
Kostyantyn PRONENKO,36.0,6823
Pedro FERNANDEZ,46.0,6824
Angel Alfredo JIMENEZ,46.0,6825
Katerina Gueorguieva MALEEVA,83.0,6826
Magdalena MALEEVA,83.0,6827
Zintis EKMANIS,87.0,6828
Aldis INTLERS,87.0,6829
Sylwia NOWAK,14.0,6830
Sebastian KOLASINSKI,14.0,6831
Sergey ERMISHIN,27.0,6832
Mikhail KOUCHNEREV,27.0,6833
Rene SCHWALL,29.0,6834
Giuliano PEIXOTO,56.0,6835
Javier FRANA,144.0,6836
Luis LOBO,144.0,6837
Vladimir FEDOROV,27.0,6838
Michael GONZALES,47.0,6839
Manuel REPOLLET,47.0,6840
Lilian LEAL,85.0,6841
Agneta ENGSTROM,1.0,6842
Nikolai MOROZOV,125.0,6843
Beate BÜHLER,29.0,6844
Monika KNEJP,1.0,6845
Kristina KNEJP,1.0,6846
Elien MEIJER,61.0,6847
Anneke VENEMA,61.0,6848
Sasa HIRSZON,129.0,6849
Ilko Karacholov,83.0,6850
Ivan KARATCHOLOV,83.0,6851
Zdravko STOJNIC,,6852
Andy Brian GOODE,131.0,6853
Zlatko BUZINA,129.0,6854
Marko PERINOVIC,129.0,6855
Robert TALEANU,91.0,6856
Gabriel Ovidio CURUTCHET,144.0,6857
Oliver STAMM,94.0,6858
Eduardo FARRE,144.0,6859
Mariano Daniel LUCCA,144.0,6860
Marnie Elizabeth MCBEAN,81.0,6861
Kathleen HEDDLE,81.0,6862
Lily HUGH,71.0,6863
Anton SUSENO,2.0,6864
Ismu HARINTO,2.0,6865
Maria KRAHE,56.0,6866
Rita GRANDE,90.0,6867
Miroslava VAVRINEC,32.0,6868
Eric ALARD,54.0,6869
Eric LE CHANONY,54.0,6870
Joseph STOCKHAUSEN,34.0,6871
Andras RAJNA,9.0,6872
Leobaldo PEREIRA,46.0,6873
Shayne BRODIE,97.0,6874
Angus PATTIE,97.0,6875
Lyanne Miyuki KOSAKA,56.0,6876
Monica DOTI,56.0,6877
Oļegs Šļahovs,87.0,6878
Andrew CLOUGH,131.0,6879
Iain CLOUGH,131.0,6880
Andrei ANTROPOV,27.0,6881
Chih-Jung CHEN,88.0,6882
Yu-Hui LIEN,88.0,6883
Vladimir BANJANAC,136.0,6884
Lazo PIVAC,136.0,6885
Byron Timothy MARSH,,6886
John Patrick BODDEN,,6887
Kim PLUGGE,32.0,6888
Pia VOGEL,32.0,6889
Zahid Ali PIRZADA,8.0,6890
Hazrat ISLAM,8.0,6891
Victor Reneischi,89.0,6892
Margit BORG,1.0,6893
Rosalina RISEU,2.0,6894
Magne KVALVIK,18.0,6895
Tor-Albert ERSDAL,18.0,6896
Kjetil UNDSET,18.0,6897
Steffen STOERSETH,18.0,6898
Hrvoje TELISMAN,129.0,6899
Danijel BAJLO,129.0,6900
Jose Ramon FERRER CRUZ,85.0,6901
Jose Antonio ROMERO CASALES,85.0,6902
Aiko MIYAMURA,122.0,6903
Aikiko MIYAMURA,122.0,6904
Marc PEERS,81.0,6905
Roy JANSE,81.0,6906
Eun-Ha KIM,20.0,6907
Sung-Hee PARK,20.0,6908
Dino CRESCENTINI,140.0,6909
Mike CROCENZI,140.0,6910
Robert SASSONE,54.0,6911
Christophe CAPELLE,54.0,6912
Haruko MATSUDA,122.0,6913
Yoshiko IWATA,122.0,6914
Martin BILLOCH,144.0,6915
Aya KAWAI,122.0,6916
Hiroshi TANAKA,122.0,6917
Avo KEEL,35.0,6918
Kaido KREEN,35.0,6919
Katalin BACSICS,9.0,6920
Eniko NEMETH,9.0,6921
Rexy Ronald MAINAKY,2.0,6922
Ricky Achmad SUBAGJA,2.0,6923
Yun-Jeong Jo,20.0,6924
Paul LANGLEY,7.0,6925
Arnaud BOETSCH,54.0,6926
Guillaume RAOUX,54.0,6927
Gilliam HETHERINGTON,81.0,6928
Patricia HY-BOULAIS,81.0,6929
Jose Luis Abrante SALEMA,144.0,6930
Michel ANDRIEUX,54.0,6931
